model,fold,MAE,RMSE,R2
GradientBoostingRegressor,1,1.0984611447557262,1.3761377635583083,-1.7294045774906528
GradientBoostingRegressor,2,0.690440776587956,0.8656710950861851,-1.5258574504813187
GradientBoostingRegressor,3,3.9870597660232208,5.274812506556044,-1.3666377028955727
