Date,Gh_GDP
2009-04-16,18421.36106
2009-04-17,18421.36106
2009-04-18,18421.36106
2009-04-19,18421.36106
2009-04-20,18421.36106
2009-04-21,18421.36106
2009-04-22,18421.36106
2009-04-23,18421.36106
2009-04-24,18421.36106
2009-04-25,18421.36106
2009-04-26,18421.36106
2009-04-27,18421.36106
2009-04-28,18421.36106
2009-04-29,18421.36106
2009-04-30,18421.36106
2009-05-01,18421.36106
2009-05-02,18421.36106
2009-05-03,18421.36106
2009-05-04,18421.36106
2009-05-05,18421.36106
2009-05-06,18421.36106
2009-05-07,18421.36106
2009-05-08,18421.36106
2009-05-09,18421.36106
2009-05-10,18421.36106
2009-05-11,18421.36106
2009-05-12,18421.36106
2009-05-13,18421.36106
2009-05-14,18421.36106
2009-05-15,18421.36106
2009-05-16,18421.36106
2009-05-17,18421.36106
2009-05-18,18421.36106
2009-05-19,18421.36106
2009-05-20,18421.36106
2009-05-21,18421.36106
2009-05-22,18421.36106
2009-05-23,18421.36106
2009-05-24,18421.36106
2009-05-25,18421.36106
2009-05-26,18421.36106
2009-05-27,18421.36106
2009-05-28,18421.36106
2009-05-29,18421.36106
2009-05-30,18421.36106
2009-05-31,18421.36106
2009-06-01,18421.36106
2009-06-02,18421.36106
2009-06-03,18421.36106
2009-06-04,18421.36106
2009-06-05,18421.36106
2009-06-06,18421.36106
2009-06-07,18421.36106
2009-06-08,18421.36106
2009-06-09,18421.36106
2009-06-10,18421.36106
2009-06-11,18421.36106
2009-06-12,18421.36106
2009-06-13,18421.36106
2009-06-14,18421.36106
2009-06-15,18421.36106
2009-06-16,18421.36106
2009-06-17,18421.36106
2009-06-18,18421.36106
2009-06-19,18421.36106
2009-06-20,18421.36106
2009-06-21,18421.36106
2009-06-22,18421.36106
2009-06-23,18421.36106
2009-06-24,18421.36106
2009-06-25,18421.36106
2009-06-26,18421.36106
2009-06-27,18421.36106
2009-06-28,18421.36106
2009-06-29,18421.36106
2009-06-30,18421.36106
2009-07-01,23667.45696
2009-07-02,23667.45696
2009-07-03,23667.45696
2009-07-04,23667.45696
2009-07-05,23667.45696
2009-07-06,23667.45696
2009-07-07,23667.45696
2009-07-08,23667.45696
2009-07-09,23667.45696
2009-07-10,23667.45696
2009-07-11,23667.45696
2009-07-12,23667.45696
2009-07-13,23667.45696
2009-07-14,23667.45696
2009-07-15,23667.45696
2009-07-16,23667.45696
2009-07-17,23667.45696
2009-07-18,23667.45696
2009-07-19,23667.45696
2009-07-20,23667.45696
2009-07-21,23667.45696
2009-07-22,23667.45696
2009-07-23,23667.45696
2009-07-24,23667.45696
2009-07-25,23667.45696
2009-07-26,23667.45696
2009-07-27,23667.45696
2009-07-28,23667.45696
2009-07-29,23667.45696
2009-07-30,23667.45696
2009-07-31,23667.45696
2009-08-01,23667.45696
2009-08-02,23667.45696
2009-08-03,23667.45696
2009-08-04,23667.45696
2009-08-05,23667.45696
2009-08-06,23667.45696
2009-08-07,23667.45696
2009-08-08,23667.45696
2009-08-09,23667.45696
2009-08-10,23667.45696
2009-08-11,23667.45696
2009-08-12,23667.45696
2009-08-13,23667.45696
2009-08-14,23667.45696
2009-08-15,23667.45696
2009-08-16,23667.45696
2009-08-17,23667.45696
2009-08-18,23667.45696
2009-08-19,23667.45696
2009-08-20,23667.45696
2009-08-21,23667.45696
2009-08-22,23667.45696
2009-08-23,23667.45696
2009-08-24,23667.45696
2009-08-25,23667.45696
2009-08-26,23667.45696
2009-08-27,23667.45696
2009-08-28,23667.45696
2009-08-29,23667.45696
2009-08-30,23667.45696
2009-08-31,23667.45696
2009-09-01,23667.45696
2009-09-02,23667.45696
2009-09-03,23667.45696
2009-09-04,23667.45696
2009-09-05,23667.45696
2009-09-06,23667.45696
2009-09-07,23667.45696
2009-09-08,23667.45696
2009-09-09,23667.45696
2009-09-10,23667.45696
2009-09-11,23667.45696
2009-09-12,23667.45696
2009-09-13,23667.45696
2009-09-14,23667.45696
2009-09-15,23667.45696
2009-09-16,23667.45696
2009-09-17,23667.45696
2009-09-18,23667.45696
2009-09-19,23667.45696
2009-09-20,23667.45696
2009-09-21,23667.45696
2009-09-22,23667.45696
2009-09-23,23667.45696
2009-09-24,23667.45696
2009-09-25,23667.45696
2009-09-26,23667.45696
2009-09-27,23667.45696
2009-09-28,23667.45696
2009-09-29,23667.45696
2009-09-30,23667.45696
2009-10-01,25411.4104
2009-10-02,25411.4104
2009-10-03,25411.4104
2009-10-04,25411.4104
2009-10-05,25411.4104
2009-10-06,25411.4104
2009-10-07,25411.4104
2009-10-08,25411.4104
2009-10-09,25411.4104
2009-10-10,25411.4104
2009-10-11,25411.4104
2009-10-12,25411.4104
2009-10-13,25411.4104
2009-10-14,25411.4104
2009-10-15,25411.4104
2009-10-16,25411.4104
2009-10-17,25411.4104
2009-10-18,25411.4104
2009-10-19,25411.4104
2009-10-20,25411.4104
2009-10-21,25411.4104
2009-10-22,25411.4104
2009-10-23,25411.4104
2009-10-24,25411.4104
2009-10-25,25411.4104
2009-10-26,25411.4104
2009-10-27,25411.4104
2009-10-28,25411.4104
2009-10-29,25411.4104
2009-10-30,25411.4104
2009-10-31,25411.4104
2009-11-01,25411.4104
2009-11-02,25411.4104
2009-11-03,25411.4104
2009-11-04,25411.4104
2009-11-05,25411.4104
2009-11-06,25411.4104
2009-11-07,25411.4104
2009-11-08,25411.4104
2009-11-09,25411.4104
2009-11-10,25411.4104
2009-11-11,25411.4104
2009-11-12,25411.4104
2009-11-13,25411.4104
2009-11-14,25411.4104
2009-11-15,25411.4104
2009-11-16,25411.4104
2009-11-17,25411.4104
2009-11-18,25411.4104
2009-11-19,25411.4104
2009-11-20,25411.4104
2009-11-21,25411.4104
2009-11-22,25411.4104
2009-11-23,25411.4104
2009-11-24,25411.4104
2009-11-25,25411.4104
2009-11-26,25411.4104
2009-11-27,25411.4104
2009-11-28,25411.4104
2009-11-29,25411.4104
2009-11-30,25411.4104
2009-12-01,25411.4104
2009-12-02,25411.4104
2009-12-03,25411.4104
2009-12-04,25411.4104
2009-12-05,25411.4104
2009-12-06,25411.4104
2009-12-07,25411.4104
2009-12-08,25411.4104
2009-12-09,25411.4104
2009-12-10,25411.4104
2009-12-11,25411.4104
2009-12-12,25411.4104
2009-12-13,25411.4104
2009-12-14,25411.4104
2009-12-15,25411.4104
2009-12-16,25411.4104
2009-12-17,25411.4104
2009-12-18,25411.4104
2009-12-19,25411.4104
2009-12-20,25411.4104
2009-12-21,25411.4104
2009-12-22,25411.4104
2009-12-23,25411.4104
2009-12-24,25411.4104
2009-12-25,25411.4104
2009-12-26,25411.4104
2009-12-27,25411.4104
2009-12-28,25411.4104
2009-12-29,25411.4104
2009-12-30,25411.4104
2009-12-31,25411.4104
2010-01-01,21005.42351
2010-01-02,21005.42351
2010-01-03,21005.42351
2010-01-04,21005.42351
2010-01-05,21005.42351
2010-01-06,21005.42351
2010-01-07,21005.42351
2010-01-08,21005.42351
2010-01-09,21005.42351
2010-01-10,21005.42351
2010-01-11,21005.42351
2010-01-12,21005.42351
2010-01-13,21005.42351
2010-01-14,21005.42351
2010-01-15,21005.42351
2010-01-16,21005.42351
2010-01-17,21005.42351
2010-01-18,21005.42351
2010-01-19,21005.42351
2010-01-20,21005.42351
2010-01-21,21005.42351
2010-01-22,21005.42351
2010-01-23,21005.42351
2010-01-24,21005.42351
2010-01-25,21005.42351
2010-01-26,21005.42351
2010-01-27,21005.42351
2010-01-28,21005.42351
2010-01-29,21005.42351
2010-01-30,21005.42351
2010-01-31,21005.42351
2010-02-01,21005.42351
2010-02-02,21005.42351
2010-02-03,21005.42351
2010-02-04,21005.42351
2010-02-05,21005.42351
2010-02-06,21005.42351
2010-02-07,21005.42351
2010-02-08,21005.42351
2010-02-09,21005.42351
2010-02-10,21005.42351
2010-02-11,21005.42351
2010-02-12,21005.42351
2010-02-13,21005.42351
2010-02-14,21005.42351
2010-02-15,21005.42351
2010-02-16,21005.42351
2010-02-17,21005.42351
2010-02-18,21005.42351
2010-02-19,21005.42351
2010-02-20,21005.42351
2010-02-21,21005.42351
2010-02-22,21005.42351
2010-02-23,21005.42351
2010-02-24,21005.42351
2010-02-25,21005.42351
2010-02-26,21005.42351
2010-02-27,21005.42351
2010-02-28,21005.42351
2010-03-01,21005.42351
2010-03-02,21005.42351
2010-03-03,21005.42351
2010-03-04,21005.42351
2010-03-05,21005.42351
2010-03-06,21005.42351
2010-03-07,21005.42351
2010-03-08,21005.42351
2010-03-09,21005.42351
2010-03-10,21005.42351
2010-03-11,21005.42351
2010-03-12,21005.42351
2010-03-13,21005.42351
2010-03-14,21005.42351
2010-03-15,21005.42351
2010-03-16,21005.42351
2010-03-17,21005.42351
2010-03-18,21005.42351
2010-03-19,21005.42351
2010-03-20,21005.42351
2010-03-21,21005.42351
2010-03-22,21005.42351
2010-03-23,21005.42351
2010-03-24,21005.42351
2010-03-25,21005.42351
2010-03-26,21005.42351
2010-03-27,21005.42351
2010-03-28,21005.42351
2010-03-29,21005.42351
2010-03-30,21005.42351
2010-03-31,21005.42351
2010-04-01,19793.03826
2010-04-02,19793.03826
2010-04-03,19793.03826
2010-04-04,19793.03826
2010-04-05,19793.03826
2010-04-06,19793.03826
2010-04-07,19793.03826
2010-04-08,19793.03826
2010-04-09,19793.03826
2010-04-10,19793.03826
2010-04-11,19793.03826
2010-04-12,19793.03826
2010-04-13,19793.03826
2010-04-14,19793.03826
2010-04-15,19793.03826
2010-04-16,19793.03826
2010-04-17,19793.03826
2010-04-18,19793.03826
2010-04-19,19793.03826
2010-04-20,19793.03826
2010-04-21,19793.03826
2010-04-22,19793.03826
2010-04-23,19793.03826
2010-04-24,19793.03826
2010-04-25,19793.03826
2010-04-26,19793.03826
2010-04-27,19793.03826
2010-04-28,19793.03826
2010-04-29,19793.03826
2010-04-30,19793.03826
2010-05-01,19793.03826
2010-05-02,19793.03826
2010-05-03,19793.03826
2010-05-04,19793.03826
2010-05-05,19793.03826
2010-05-06,19793.03826
2010-05-07,19793.03826
2010-05-08,19793.03826
2010-05-09,19793.03826
2010-05-10,19793.03826
2010-05-11,19793.03826
2010-05-12,19793.03826
2010-05-13,19793.03826
2010-05-14,19793.03826
2010-05-15,19793.03826
2010-05-16,19793.03826
2010-05-17,19793.03826
2010-05-18,19793.03826
2010-05-19,19793.03826
2010-05-20,19793.03826
2010-05-21,19793.03826
2010-05-22,19793.03826
2010-05-23,19793.03826
2010-05-24,19793.03826
2010-05-25,19793.03826
2010-05-26,19793.03826
2010-05-27,19793.03826
2010-05-28,19793.03826
2010-05-29,19793.03826
2010-05-30,19793.03826
2010-05-31,19793.03826
2010-06-01,19793.03826
2010-06-02,19793.03826
2010-06-03,19793.03826
2010-06-04,19793.03826
2010-06-05,19793.03826
2010-06-06,19793.03826
2010-06-07,19793.03826
2010-06-08,19793.03826
2010-06-09,19793.03826
2010-06-10,19793.03826
2010-06-11,19793.03826
2010-06-12,19793.03826
2010-06-13,19793.03826
2010-06-14,19793.03826
2010-06-15,19793.03826
2010-06-16,19793.03826
2010-06-17,19793.03826
2010-06-18,19793.03826
2010-06-19,19793.03826
2010-06-20,19793.03826
2010-06-21,19793.03826
2010-06-22,19793.03826
2010-06-23,19793.03826
2010-06-24,19793.03826
2010-06-25,19793.03826
2010-06-26,19793.03826
2010-06-27,19793.03826
2010-06-28,19793.03826
2010-06-29,19793.03826
2010-06-30,19793.03826
2010-07-01,26287.6272
2010-07-02,26287.6272
2010-07-03,26287.6272
2010-07-04,26287.6272
2010-07-05,26287.6272
2010-07-06,26287.6272
2010-07-07,26287.6272
2010-07-08,26287.6272
2010-07-09,26287.6272
2010-07-10,26287.6272
2010-07-11,26287.6272
2010-07-12,26287.6272
2010-07-13,26287.6272
2010-07-14,26287.6272
2010-07-15,26287.6272
2010-07-16,26287.6272
2010-07-17,26287.6272
2010-07-18,26287.6272
2010-07-19,26287.6272
2010-07-20,26287.6272
2010-07-21,26287.6272
2010-07-22,26287.6272
2010-07-23,26287.6272
2010-07-24,26287.6272
2010-07-25,26287.6272
2010-07-26,26287.6272
2010-07-27,26287.6272
2010-07-28,26287.6272
2010-07-29,26287.6272
2010-07-30,26287.6272
2010-07-31,26287.6272
2010-08-01,26287.6272
2010-08-02,26287.6272
2010-08-03,26287.6272
2010-08-04,26287.6272
2010-08-05,26287.6272
2010-08-06,26287.6272
2010-08-07,26287.6272
2010-08-08,26287.6272
2010-08-09,26287.6272
2010-08-10,26287.6272
2010-08-11,26287.6272
2010-08-12,26287.6272
2010-08-13,26287.6272
2010-08-14,26287.6272
2010-08-15,26287.6272
2010-08-16,26287.6272
2010-08-17,26287.6272
2010-08-18,26287.6272
2010-08-19,26287.6272
2010-08-20,26287.6272
2010-08-21,26287.6272
2010-08-22,26287.6272
2010-08-23,26287.6272
2010-08-24,26287.6272
2010-08-25,26287.6272
2010-08-26,26287.6272
2010-08-27,26287.6272
2010-08-28,26287.6272
2010-08-29,26287.6272
2010-08-30,26287.6272
2010-08-31,26287.6272
2010-09-01,26287.6272
2010-09-02,26287.6272
2010-09-03,26287.6272
2010-09-04,26287.6272
2010-09-05,26287.6272
2010-09-06,26287.6272
2010-09-07,26287.6272
2010-09-08,26287.6272
2010-09-09,26287.6272
2010-09-10,26287.6272
2010-09-11,26287.6272
2010-09-12,26287.6272
2010-09-13,26287.6272
2010-09-14,26287.6272
2010-09-15,26287.6272
2010-09-16,26287.6272
2010-09-17,26287.6272
2010-09-18,26287.6272
2010-09-19,26287.6272
2010-09-20,26287.6272
2010-09-21,26287.6272
2010-09-22,26287.6272
2010-09-23,26287.6272
2010-09-24,26287.6272
2010-09-25,26287.6272
2010-09-26,26287.6272
2010-09-27,26287.6272
2010-09-28,26287.6272
2010-09-29,26287.6272
2010-09-30,26287.6272
2010-10-01,26471.60003
2010-10-02,26471.60003
2010-10-03,26471.60003
2010-10-04,26471.60003
2010-10-05,26471.60003
2010-10-06,26471.60003
2010-10-07,26471.60003
2010-10-08,26471.60003
2010-10-09,26471.60003
2010-10-10,26471.60003
2010-10-11,26471.60003
2010-10-12,26471.60003
2010-10-13,26471.60003
2010-10-14,26471.60003
2010-10-15,26471.60003
2010-10-16,26471.60003
2010-10-17,26471.60003
2010-10-18,26471.60003
2010-10-19,26471.60003
2010-10-20,26471.60003
2010-10-21,26471.60003
2010-10-22,26471.60003
2010-10-23,26471.60003
2010-10-24,26471.60003
2010-10-25,26471.60003
2010-10-26,26471.60003
2010-10-27,26471.60003
2010-10-28,26471.60003
2010-10-29,26471.60003
2010-10-30,26471.60003
2010-10-31,26471.60003
2010-11-01,26471.60003
2010-11-02,26471.60003
2010-11-03,26471.60003
2010-11-04,26471.60003
2010-11-05,26471.60003
2010-11-06,26471.60003
2010-11-07,26471.60003
2010-11-08,26471.60003
2010-11-09,26471.60003
2010-11-10,26471.60003
2010-11-11,26471.60003
2010-11-12,26471.60003
2010-11-13,26471.60003
2010-11-14,26471.60003
2010-11-15,26471.60003
2010-11-16,26471.60003
2010-11-17,26471.60003
2010-11-18,26471.60003
2010-11-19,26471.60003
2010-11-20,26471.60003
2010-11-21,26471.60003
2010-11-22,26471.60003
2010-11-23,26471.60003
2010-11-24,26471.60003
2010-11-25,26471.60003
2010-11-26,26471.60003
2010-11-27,26471.60003
2010-11-28,26471.60003
2010-11-29,26471.60003
2010-11-30,26471.60003
2010-12-01,26471.60003
2010-12-02,26471.60003
2010-12-03,26471.60003
2010-12-04,26471.60003
2010-12-05,26471.60003
2010-12-06,26471.60003
2010-12-07,26471.60003
2010-12-08,26471.60003
2010-12-09,26471.60003
2010-12-10,26471.60003
