Date,GhCompositeIndex,FXDeposits,InterbankWeightedAvg,T-bill-182,T-bill-91,PrivateSectorCredit,TradeBalance
2008-01-01,25.89,1127.98,12.16,11.03,10.72,3336.9,-417.88
2008-01-02,25.89,1127.98,12.16,11.03,10.72,3336.9,-417.88
2008-01-03,25.89,1127.98,12.16,11.03,10.72,3336.9,-417.88
2008-01-04,25.89,1127.98,12.16,11.03,10.72,3336.9,-417.88
2008-01-05,25.89,1127.98,12.16,11.03,10.72,3336.9,-417.88
2008-01-06,25.89,1127.98,12.16,11.03,10.72,3336.9,-417.88
2008-01-07,25.89,1127.98,12.16,11.03,10.72,3336.9,-417.88
2008-01-08,25.89,1127.98,12.16,11.03,10.72,3336.9,-417.88
2008-01-09,25.89,1127.98,12.16,11.03,10.72,3336.9,-417.88
2008-01-10,25.89,1127.98,12.16,11.03,10.72,3336.9,-417.88
2008-01-11,25.89,1127.98,12.16,11.03,10.72,3336.9,-417.88
2008-01-12,25.89,1127.98,12.16,11.03,10.72,3336.9,-417.88
2008-01-13,25.89,1127.98,12.16,11.03,10.72,3336.9,-417.88
2008-01-14,25.89,1127.98,12.16,11.03,10.72,3336.9,-417.88
2008-01-15,25.89,1127.98,12.16,11.03,10.72,3336.9,-417.88
2008-01-16,25.89,1127.98,12.16,11.03,10.72,3336.9,-417.88
2008-01-17,25.89,1127.98,12.16,11.03,10.72,3336.9,-417.88
2008-01-18,25.89,1127.98,12.16,11.03,10.72,3336.9,-417.88
2008-01-19,25.89,1127.98,12.16,11.03,10.72,3336.9,-417.88
2008-01-20,25.89,1127.98,12.16,11.03,10.72,3336.9,-417.88
2008-01-21,25.89,1127.98,12.16,11.03,10.72,3336.9,-417.88
2008-01-22,25.89,1127.98,12.16,11.03,10.72,3336.9,-417.88
2008-01-23,25.89,1127.98,12.16,11.03,10.72,3336.9,-417.88
2008-01-24,25.89,1127.98,12.16,11.03,10.72,3336.9,-417.88
2008-01-25,25.89,1127.98,12.16,11.03,10.72,3336.9,-417.88
2008-01-26,25.89,1127.98,12.16,11.03,10.72,3336.9,-417.88
2008-01-27,25.89,1127.98,12.16,11.03,10.72,3336.9,-417.88
2008-01-28,25.89,1127.98,12.16,11.03,10.72,3336.9,-417.88
2008-01-29,25.89,1127.98,12.16,11.03,10.72,3336.9,-417.88
2008-01-30,25.89,1127.98,12.16,11.03,10.72,3336.9,-417.88
2008-01-31,25.89,1127.98,12.16,11.03,10.72,3336.9,-417.88
2008-02-01,21.48,1178.34,12.02,11.08,10.78,3427.66,-386.65
2008-02-02,21.48,1178.34,12.02,11.08,10.78,3427.66,-386.65
2008-02-03,21.48,1178.34,12.02,11.08,10.78,3427.66,-386.65
2008-02-04,21.48,1178.34,12.02,11.08,10.78,3427.66,-386.65
2008-02-05,21.48,1178.34,12.02,11.08,10.78,3427.66,-386.65
2008-02-06,21.48,1178.34,12.02,11.08,10.78,3427.66,-386.65
2008-02-07,21.48,1178.34,12.02,11.08,10.78,3427.66,-386.65
2008-02-08,21.48,1178.34,12.02,11.08,10.78,3427.66,-386.65
2008-02-09,21.48,1178.34,12.02,11.08,10.78,3427.66,-386.65
2008-02-10,21.48,1178.34,12.02,11.08,10.78,3427.66,-386.65
2008-02-11,21.48,1178.34,12.02,11.08,10.78,3427.66,-386.65
2008-02-12,21.48,1178.34,12.02,11.08,10.78,3427.66,-386.65
2008-02-13,21.48,1178.34,12.02,11.08,10.78,3427.66,-386.65
2008-02-14,21.48,1178.34,12.02,11.08,10.78,3427.66,-386.65
2008-02-15,21.48,1178.34,12.02,11.08,10.78,3427.66,-386.65
2008-02-16,21.48,1178.34,12.02,11.08,10.78,3427.66,-386.65
2008-02-17,21.48,1178.34,12.02,11.08,10.78,3427.66,-386.65
2008-02-18,21.48,1178.34,12.02,11.08,10.78,3427.66,-386.65
2008-02-19,21.48,1178.34,12.02,11.08,10.78,3427.66,-386.65
2008-02-20,21.48,1178.34,12.02,11.08,10.78,3427.66,-386.65
2008-02-21,21.48,1178.34,12.02,11.08,10.78,3427.66,-386.65
2008-02-22,21.48,1178.34,12.02,11.08,10.78,3427.66,-386.65
2008-02-23,21.48,1178.34,12.02,11.08,10.78,3427.66,-386.65
2008-02-24,21.48,1178.34,12.02,11.08,10.78,3427.66,-386.65
2008-02-25,21.48,1178.34,12.02,11.08,10.78,3427.66,-386.65
2008-02-26,21.48,1178.34,12.02,11.08,10.78,3427.66,-386.65
2008-02-27,21.48,1178.34,12.02,11.08,10.78,3427.66,-386.65
2008-02-28,21.48,1178.34,12.02,11.08,10.78,3427.66,-386.65
2008-02-29,21.48,1178.34,12.02,11.08,10.78,3427.66,-386.65
2008-03-01,20.37,1212.62,12.2,11.61,10.88,3560.46,-288.0
2008-03-02,20.37,1212.62,12.2,11.61,10.88,3560.46,-288.0
2008-03-03,20.37,1212.62,12.2,11.61,10.88,3560.46,-288.0
2008-03-04,20.37,1212.62,12.2,11.61,10.88,3560.46,-288.0
2008-03-05,20.37,1212.62,12.2,11.61,10.88,3560.46,-288.0
2008-03-06,20.37,1212.62,12.2,11.61,10.88,3560.46,-288.0
2008-03-07,20.37,1212.62,12.2,11.61,10.88,3560.46,-288.0
2008-03-08,20.37,1212.62,12.2,11.61,10.88,3560.46,-288.0
2008-03-09,20.37,1212.62,12.2,11.61,10.88,3560.46,-288.0
2008-03-10,20.37,1212.62,12.2,11.61,10.88,3560.46,-288.0
2008-03-11,20.37,1212.62,12.2,11.61,10.88,3560.46,-288.0
2008-03-12,20.37,1212.62,12.2,11.61,10.88,3560.46,-288.0
2008-03-13,20.37,1212.62,12.2,11.61,10.88,3560.46,-288.0
2008-03-14,20.37,1212.62,12.2,11.61,10.88,3560.46,-288.0
2008-03-15,20.37,1212.62,12.2,11.61,10.88,3560.46,-288.0
2008-03-16,20.37,1212.62,12.2,11.61,10.88,3560.46,-288.0
2008-03-17,20.37,1212.62,12.2,11.61,10.88,3560.46,-288.0
2008-03-18,20.37,1212.62,12.2,11.61,10.88,3560.46,-288.0
2008-03-19,20.37,1212.62,12.2,11.61,10.88,3560.46,-288.0
2008-03-20,20.37,1212.62,12.2,11.61,10.88,3560.46,-288.0
2008-03-21,20.37,1212.62,12.2,11.61,10.88,3560.46,-288.0
2008-03-22,20.37,1212.62,12.2,11.61,10.88,3560.46,-288.0
2008-03-23,20.37,1212.62,12.2,11.61,10.88,3560.46,-288.0
2008-03-24,20.37,1212.62,12.2,11.61,10.88,3560.46,-288.0
2008-03-25,20.37,1212.62,12.2,11.61,10.88,3560.46,-288.0
2008-03-26,20.37,1212.62,12.2,11.61,10.88,3560.46,-288.0
2008-03-27,20.37,1212.62,12.2,11.61,10.88,3560.46,-288.0
2008-03-28,20.37,1212.62,12.2,11.61,10.88,3560.46,-288.0
2008-03-29,20.37,1212.62,12.2,11.61,10.88,3560.46,-288.0
2008-03-30,20.37,1212.62,12.2,11.61,10.88,3560.46,-288.0
2008-03-31,20.37,1212.62,12.2,11.61,10.88,3560.46,-288.0
2008-04-01,23.59,1254.49,12.56,11.87,11.44,3646.42,-340.07
2008-04-02,23.59,1254.49,12.56,11.87,11.44,3646.42,-340.07
2008-04-03,23.59,1254.49,12.56,11.87,11.44,3646.42,-340.07
2008-04-04,23.59,1254.49,12.56,11.87,11.44,3646.42,-340.07
2008-04-05,23.59,1254.49,12.56,11.87,11.44,3646.42,-340.07
2008-04-06,23.59,1254.49,12.56,11.87,11.44,3646.42,-340.07
2008-04-07,23.59,1254.49,12.56,11.87,11.44,3646.42,-340.07
2008-04-08,23.59,1254.49,12.56,11.87,11.44,3646.42,-340.07
2008-04-09,23.59,1254.49,12.56,11.87,11.44,3646.42,-340.07
2008-04-10,23.59,1254.49,12.56,11.87,11.44,3646.42,-340.07
2008-04-11,23.59,1254.49,12.56,11.87,11.44,3646.42,-340.07
2008-04-12,23.59,1254.49,12.56,11.87,11.44,3646.42,-340.07
2008-04-13,23.59,1254.49,12.56,11.87,11.44,3646.42,-340.07
2008-04-14,23.59,1254.49,12.56,11.87,11.44,3646.42,-340.07
2008-04-15,23.59,1254.49,12.56,11.87,11.44,3646.42,-340.07
2008-04-16,23.59,1254.49,12.56,11.87,11.44,3646.42,-340.07
2008-04-17,23.59,1254.49,12.56,11.87,11.44,3646.42,-340.07
2008-04-18,23.59,1254.49,12.56,11.87,11.44,3646.42,-340.07
2008-04-19,23.59,1254.49,12.56,11.87,11.44,3646.42,-340.07
2008-04-20,23.59,1254.49,12.56,11.87,11.44,3646.42,-340.07
2008-04-21,23.59,1254.49,12.56,11.87,11.44,3646.42,-340.07
2008-04-22,23.59,1254.49,12.56,11.87,11.44,3646.42,-340.07
2008-04-23,23.59,1254.49,12.56,11.87,11.44,3646.42,-340.07
2008-04-24,23.59,1254.49,12.56,11.87,11.44,3646.42,-340.07
2008-04-25,23.59,1254.49,12.56,11.87,11.44,3646.42,-340.07
2008-04-26,23.59,1254.49,12.56,11.87,11.44,3646.42,-340.07
2008-04-27,23.59,1254.49,12.56,11.87,11.44,3646.42,-340.07
2008-04-28,23.59,1254.49,12.56,11.87,11.44,3646.42,-340.07
2008-04-29,23.59,1254.49,12.56,11.87,11.44,3646.42,-340.07
2008-04-30,23.59,1254.49,12.56,11.87,11.44,3646.42,-340.07
2008-05-01,20.06,1273.95,13.24,13.86,13.19,3862.16,-238.0
2008-05-02,20.06,1273.95,13.24,13.86,13.19,3862.16,-238.0
2008-05-03,20.06,1273.95,13.24,13.86,13.19,3862.16,-238.0
2008-05-04,20.06,1273.95,13.24,13.86,13.19,3862.16,-238.0
2008-05-05,20.06,1273.95,13.24,13.86,13.19,3862.16,-238.0
2008-05-06,20.06,1273.95,13.24,13.86,13.19,3862.16,-238.0
2008-05-07,20.06,1273.95,13.24,13.86,13.19,3862.16,-238.0
2008-05-08,20.06,1273.95,13.24,13.86,13.19,3862.16,-238.0
2008-05-09,20.06,1273.95,13.24,13.86,13.19,3862.16,-238.0
2008-05-10,20.06,1273.95,13.24,13.86,13.19,3862.16,-238.0
2008-05-11,20.06,1273.95,13.24,13.86,13.19,3862.16,-238.0
2008-05-12,20.06,1273.95,13.24,13.86,13.19,3862.16,-238.0
2008-05-13,20.06,1273.95,13.24,13.86,13.19,3862.16,-238.0
2008-05-14,20.06,1273.95,13.24,13.86,13.19,3862.16,-238.0
2008-05-15,20.06,1273.95,13.24,13.86,13.19,3862.16,-238.0
2008-05-16,20.06,1273.95,13.24,13.86,13.19,3862.16,-238.0
2008-05-17,20.06,1273.95,13.24,13.86,13.19,3862.16,-238.0
2008-05-18,20.06,1273.95,13.24,13.86,13.19,3862.16,-238.0
2008-05-19,20.06,1273.95,13.24,13.86,13.19,3862.16,-238.0
2008-05-20,20.06,1273.95,13.24,13.86,13.19,3862.16,-238.0
2008-05-21,20.06,1273.95,13.24,13.86,13.19,3862.16,-238.0
2008-05-22,20.06,1273.95,13.24,13.86,13.19,3862.16,-238.0
2008-05-23,20.06,1273.95,13.24,13.86,13.19,3862.16,-238.0
2008-05-24,20.06,1273.95,13.24,13.86,13.19,3862.16,-238.0
2008-05-25,20.06,1273.95,13.24,13.86,13.19,3862.16,-238.0
2008-05-26,20.06,1273.95,13.24,13.86,13.19,3862.16,-238.0
2008-05-27,20.06,1273.95,13.24,13.86,13.19,3862.16,-238.0
2008-05-28,20.06,1273.95,13.24,13.86,13.19,3862.16,-238.0
2008-05-29,20.06,1273.95,13.24,13.86,13.19,3862.16,-238.0
2008-05-30,20.06,1273.95,13.24,13.86,13.19,3862.16,-238.0
2008-05-31,20.06,1273.95,13.24,13.86,13.19,3862.16,-238.0
2008-06-01,21.89,1353.9,14.55,16.71,15.65,3967.27,-287.12
2008-06-02,21.89,1353.9,14.55,16.71,15.65,3967.27,-287.12
2008-06-03,21.89,1353.9,14.55,16.71,15.65,3967.27,-287.12
2008-06-04,21.89,1353.9,14.55,16.71,15.65,3967.27,-287.12
2008-06-05,21.89,1353.9,14.55,16.71,15.65,3967.27,-287.12
2008-06-06,21.89,1353.9,14.55,16.71,15.65,3967.27,-287.12
2008-06-07,21.89,1353.9,14.55,16.71,15.65,3967.27,-287.12
2008-06-08,21.89,1353.9,14.55,16.71,15.65,3967.27,-287.12
2008-06-09,21.89,1353.9,14.55,16.71,15.65,3967.27,-287.12
2008-06-10,21.89,1353.9,14.55,16.71,15.65,3967.27,-287.12
2008-06-11,21.89,1353.9,14.55,16.71,15.65,3967.27,-287.12
2008-06-12,21.89,1353.9,14.55,16.71,15.65,3967.27,-287.12
2008-06-13,21.89,1353.9,14.55,16.71,15.65,3967.27,-287.12
2008-06-14,21.89,1353.9,14.55,16.71,15.65,3967.27,-287.12
2008-06-15,21.89,1353.9,14.55,16.71,15.65,3967.27,-287.12
2008-06-16,21.89,1353.9,14.55,16.71,15.65,3967.27,-287.12
2008-06-17,21.89,1353.9,14.55,16.71,15.65,3967.27,-287.12
2008-06-18,21.89,1353.9,14.55,16.71,15.65,3967.27,-287.12
2008-06-19,21.89,1353.9,14.55,16.71,15.65,3967.27,-287.12
2008-06-20,21.89,1353.9,14.55,16.71,15.65,3967.27,-287.12
2008-06-21,21.89,1353.9,14.55,16.71,15.65,3967.27,-287.12
2008-06-22,21.89,1353.9,14.55,16.71,15.65,3967.27,-287.12
2008-06-23,21.89,1353.9,14.55,16.71,15.65,3967.27,-287.12
2008-06-24,21.89,1353.9,14.55,16.71,15.65,3967.27,-287.12
2008-06-25,21.89,1353.9,14.55,16.71,15.65,3967.27,-287.12
2008-06-26,21.89,1353.9,14.55,16.71,15.65,3967.27,-287.12
2008-06-27,21.89,1353.9,14.55,16.71,15.65,3967.27,-287.12
2008-06-28,21.89,1353.9,14.55,16.71,15.65,3967.27,-287.12
2008-06-29,21.89,1353.9,14.55,16.71,15.65,3967.27,-287.12
2008-06-30,21.89,1353.9,14.55,16.71,15.65,3967.27,-287.12
2008-07-01,30.75,1458.12,15.48,19.17,18.26,4193.05,-490.33
2008-07-02,30.75,1458.12,15.48,19.17,18.26,4193.05,-490.33
2008-07-03,30.75,1458.12,15.48,19.17,18.26,4193.05,-490.33
2008-07-04,30.75,1458.12,15.48,19.17,18.26,4193.05,-490.33
2008-07-05,30.75,1458.12,15.48,19.17,18.26,4193.05,-490.33
2008-07-06,30.75,1458.12,15.48,19.17,18.26,4193.05,-490.33
2008-07-07,30.75,1458.12,15.48,19.17,18.26,4193.05,-490.33
2008-07-08,30.75,1458.12,15.48,19.17,18.26,4193.05,-490.33
2008-07-09,30.75,1458.12,15.48,19.17,18.26,4193.05,-490.33
2008-07-10,30.75,1458.12,15.48,19.17,18.26,4193.05,-490.33
2008-07-11,30.75,1458.12,15.48,19.17,18.26,4193.05,-490.33
2008-07-12,30.75,1458.12,15.48,19.17,18.26,4193.05,-490.33
2008-07-13,30.75,1458.12,15.48,19.17,18.26,4193.05,-490.33
2008-07-14,30.75,1458.12,15.48,19.17,18.26,4193.05,-490.33
2008-07-15,30.75,1458.12,15.48,19.17,18.26,4193.05,-490.33
2008-07-16,30.75,1458.12,15.48,19.17,18.26,4193.05,-490.33
2008-07-17,30.75,1458.12,15.48,19.17,18.26,4193.05,-490.33
2008-07-18,30.75,1458.12,15.48,19.17,18.26,4193.05,-490.33
2008-07-19,30.75,1458.12,15.48,19.17,18.26,4193.05,-490.33
2008-07-20,30.75,1458.12,15.48,19.17,18.26,4193.05,-490.33
2008-07-21,30.75,1458.12,15.48,19.17,18.26,4193.05,-490.33
2008-07-22,30.75,1458.12,15.48,19.17,18.26,4193.05,-490.33
2008-07-23,30.75,1458.12,15.48,19.17,18.26,4193.05,-490.33
2008-07-24,30.75,1458.12,15.48,19.17,18.26,4193.05,-490.33
2008-07-25,30.75,1458.12,15.48,19.17,18.26,4193.05,-490.33
2008-07-26,30.75,1458.12,15.48,19.17,18.26,4193.05,-490.33
2008-07-27,30.75,1458.12,15.48,19.17,18.26,4193.05,-490.33
2008-07-28,30.75,1458.12,15.48,19.17,18.26,4193.05,-490.33
2008-07-29,30.75,1458.12,15.48,19.17,18.26,4193.05,-490.33
2008-07-30,30.75,1458.12,15.48,19.17,18.26,4193.05,-490.33
2008-07-31,30.75,1458.12,15.48,19.17,18.26,4193.05,-490.33
2008-08-01,11.35,1708.76,17.39,25.03,22.91,4303.04,-516.62
2008-08-02,11.35,1708.76,17.39,25.03,22.91,4303.04,-516.62
2008-08-03,11.35,1708.76,17.39,25.03,22.91,4303.04,-516.62
2008-08-04,11.35,1708.76,17.39,25.03,22.91,4303.04,-516.62
2008-08-05,11.35,1708.76,17.39,25.03,22.91,4303.04,-516.62
2008-08-06,11.35,1708.76,17.39,25.03,22.91,4303.04,-516.62
2008-08-07,11.35,1708.76,17.39,25.03,22.91,4303.04,-516.62
2008-08-08,11.35,1708.76,17.39,25.03,22.91,4303.04,-516.62
2008-08-09,11.35,1708.76,17.39,25.03,22.91,4303.04,-516.62
2008-08-10,11.35,1708.76,17.39,25.03,22.91,4303.04,-516.62
2008-08-11,11.35,1708.76,17.39,25.03,22.91,4303.04,-516.62
2008-08-12,11.35,1708.76,17.39,25.03,22.91,4303.04,-516.62
2008-08-13,11.35,1708.76,17.39,25.03,22.91,4303.04,-516.62
2008-08-14,11.35,1708.76,17.39,25.03,22.91,4303.04,-516.62
2008-08-15,11.35,1708.76,17.39,25.03,22.91,4303.04,-516.62
2008-08-16,11.35,1708.76,17.39,25.03,22.91,4303.04,-516.62
2008-08-17,11.35,1708.76,17.39,25.03,22.91,4303.04,-516.62
2008-08-18,11.35,1708.76,17.39,25.03,22.91,4303.04,-516.62
2008-08-19,11.35,1708.76,17.39,25.03,22.91,4303.04,-516.62
2008-08-20,11.35,1708.76,17.39,25.03,22.91,4303.04,-516.62
2008-08-21,11.35,1708.76,17.39,25.03,22.91,4303.04,-516.62
2008-08-22,11.35,1708.76,17.39,25.03,22.91,4303.04,-516.62
2008-08-23,11.35,1708.76,17.39,25.03,22.91,4303.04,-516.62
2008-08-24,11.35,1708.76,17.39,25.03,22.91,4303.04,-516.62
2008-08-25,11.35,1708.76,17.39,25.03,22.91,4303.04,-516.62
2008-08-26,11.35,1708.76,17.39,25.03,22.91,4303.04,-516.62
2008-08-27,11.35,1708.76,17.39,25.03,22.91,4303.04,-516.62
2008-08-28,11.35,1708.76,17.39,25.03,22.91,4303.04,-516.62
2008-08-29,11.35,1708.76,17.39,25.03,22.91,4303.04,-516.62
2008-08-30,11.35,1708.76,17.39,25.03,22.91,4303.04,-516.62
2008-08-31,11.35,1708.76,17.39,25.03,22.91,4303.04,-516.62
2008-09-01,13.41,1717.16,19.1,26.18,24.62,4510.24,-439.9
2008-09-02,13.41,1717.16,19.1,26.18,24.62,4510.24,-439.9
2008-09-03,13.41,1717.16,19.1,26.18,24.62,4510.24,-439.9
2008-09-04,13.41,1717.16,19.1,26.18,24.62,4510.24,-439.9
2008-09-05,13.41,1717.16,19.1,26.18,24.62,4510.24,-439.9
2008-09-06,13.41,1717.16,19.1,26.18,24.62,4510.24,-439.9
2008-09-07,13.41,1717.16,19.1,26.18,24.62,4510.24,-439.9
2008-09-08,13.41,1717.16,19.1,26.18,24.62,4510.24,-439.9
2008-09-09,13.41,1717.16,19.1,26.18,24.62,4510.24,-439.9
2008-09-10,13.41,1717.16,19.1,26.18,24.62,4510.24,-439.9
2008-09-11,13.41,1717.16,19.1,26.18,24.62,4510.24,-439.9
2008-09-12,13.41,1717.16,19.1,26.18,24.62,4510.24,-439.9
2008-09-13,13.41,1717.16,19.1,26.18,24.62,4510.24,-439.9
2008-09-14,13.41,1717.16,19.1,26.18,24.62,4510.24,-439.9
2008-09-15,13.41,1717.16,19.1,26.18,24.62,4510.24,-439.9
2008-09-16,13.41,1717.16,19.1,26.18,24.62,4510.24,-439.9
2008-09-17,13.41,1717.16,19.1,26.18,24.62,4510.24,-439.9
2008-09-18,13.41,1717.16,19.1,26.18,24.62,4510.24,-439.9
2008-09-19,13.41,1717.16,19.1,26.18,24.62,4510.24,-439.9
2008-09-20,13.41,1717.16,19.1,26.18,24.62,4510.24,-439.9
2008-09-21,13.41,1717.16,19.1,26.18,24.62,4510.24,-439.9
2008-09-22,13.41,1717.16,19.1,26.18,24.62,4510.24,-439.9
2008-09-23,13.41,1717.16,19.1,26.18,24.62,4510.24,-439.9
2008-09-24,13.41,1717.16,19.1,26.18,24.62,4510.24,-439.9
2008-09-25,13.41,1717.16,19.1,26.18,24.62,4510.24,-439.9
2008-09-26,13.41,1717.16,19.1,26.18,24.62,4510.24,-439.9
2008-09-27,13.41,1717.16,19.1,26.18,24.62,4510.24,-439.9
2008-09-28,13.41,1717.16,19.1,26.18,24.62,4510.24,-439.9
2008-09-29,13.41,1717.16,19.1,26.18,24.62,4510.24,-439.9
2008-09-30,13.41,1717.16,19.1,26.18,24.62,4510.24,-439.9
2008-10-01,20.32,1689.48,19.86,26.25,24.62,4685.78,-409.74
2008-10-02,20.32,1689.48,19.86,26.25,24.62,4685.78,-409.74
2008-10-03,20.32,1689.48,19.86,26.25,24.62,4685.78,-409.74
2008-10-04,20.32,1689.48,19.86,26.25,24.62,4685.78,-409.74
2008-10-05,20.32,1689.48,19.86,26.25,24.62,4685.78,-409.74
2008-10-06,20.32,1689.48,19.86,26.25,24.62,4685.78,-409.74
2008-10-07,20.32,1689.48,19.86,26.25,24.62,4685.78,-409.74
2008-10-08,20.32,1689.48,19.86,26.25,24.62,4685.78,-409.74
2008-10-09,20.32,1689.48,19.86,26.25,24.62,4685.78,-409.74
2008-10-10,20.32,1689.48,19.86,26.25,24.62,4685.78,-409.74
2008-10-11,20.32,1689.48,19.86,26.25,24.62,4685.78,-409.74
2008-10-12,20.32,1689.48,19.86,26.25,24.62,4685.78,-409.74
2008-10-13,20.32,1689.48,19.86,26.25,24.62,4685.78,-409.74
2008-10-14,20.32,1689.48,19.86,26.25,24.62,4685.78,-409.74
2008-10-15,20.32,1689.48,19.86,26.25,24.62,4685.78,-409.74
2008-10-16,20.32,1689.48,19.86,26.25,24.62,4685.78,-409.74
2008-10-17,20.32,1689.48,19.86,26.25,24.62,4685.78,-409.74
2008-10-18,20.32,1689.48,19.86,26.25,24.62,4685.78,-409.74
2008-10-19,20.32,1689.48,19.86,26.25,24.62,4685.78,-409.74
2008-10-20,20.32,1689.48,19.86,26.25,24.62,4685.78,-409.74
2008-10-21,20.32,1689.48,19.86,26.25,24.62,4685.78,-409.74
2008-10-22,20.32,1689.48,19.86,26.25,24.62,4685.78,-409.74
2008-10-23,20.32,1689.48,19.86,26.25,24.62,4685.78,-409.74
2008-10-24,20.32,1689.48,19.86,26.25,24.62,4685.78,-409.74
2008-10-25,20.32,1689.48,19.86,26.25,24.62,4685.78,-409.74
2008-10-26,20.32,1689.48,19.86,26.25,24.62,4685.78,-409.74
2008-10-27,20.32,1689.48,19.86,26.25,24.62,4685.78,-409.74
2008-10-28,20.32,1689.48,19.86,26.25,24.62,4685.78,-409.74
2008-10-29,20.32,1689.48,19.86,26.25,24.62,4685.78,-409.74
2008-10-30,20.32,1689.48,19.86,26.25,24.62,4685.78,-409.74
2008-10-31,20.32,1689.48,19.86,26.25,24.62,4685.78,-409.74
2008-11-01,13.4,1590.71,20.11,26.29,24.69,4751.43,-404.04
2008-11-02,13.4,1590.71,20.11,26.29,24.69,4751.43,-404.04
2008-11-03,13.4,1590.71,20.11,26.29,24.69,4751.43,-404.04
2008-11-04,13.4,1590.71,20.11,26.29,24.69,4751.43,-404.04
2008-11-05,13.4,1590.71,20.11,26.29,24.69,4751.43,-404.04
2008-11-06,13.4,1590.71,20.11,26.29,24.69,4751.43,-404.04
2008-11-07,13.4,1590.71,20.11,26.29,24.69,4751.43,-404.04
2008-11-08,13.4,1590.71,20.11,26.29,24.69,4751.43,-404.04
2008-11-09,13.4,1590.71,20.11,26.29,24.69,4751.43,-404.04
2008-11-10,13.4,1590.71,20.11,26.29,24.69,4751.43,-404.04
2008-11-11,13.4,1590.71,20.11,26.29,24.69,4751.43,-404.04
2008-11-12,13.4,1590.71,20.11,26.29,24.69,4751.43,-404.04
2008-11-13,13.4,1590.71,20.11,26.29,24.69,4751.43,-404.04
2008-11-14,13.4,1590.71,20.11,26.29,24.69,4751.43,-404.04
2008-11-15,13.4,1590.71,20.11,26.29,24.69,4751.43,-404.04
2008-11-16,13.4,1590.71,20.11,26.29,24.69,4751.43,-404.04
2008-11-17,13.4,1590.71,20.11,26.29,24.69,4751.43,-404.04
2008-11-18,13.4,1590.71,20.11,26.29,24.69,4751.43,-404.04
2008-11-19,13.4,1590.71,20.11,26.29,24.69,4751.43,-404.04
2008-11-20,13.4,1590.71,20.11,26.29,24.69,4751.43,-404.04
2008-11-21,13.4,1590.71,20.11,26.29,24.69,4751.43,-404.04
2008-11-22,13.4,1590.71,20.11,26.29,24.69,4751.43,-404.04
2008-11-23,13.4,1590.71,20.11,26.29,24.69,4751.43,-404.04
2008-11-24,13.4,1590.71,20.11,26.29,24.69,4751.43,-404.04
2008-11-25,13.4,1590.71,20.11,26.29,24.69,4751.43,-404.04
2008-11-26,13.4,1590.71,20.11,26.29,24.69,4751.43,-404.04
2008-11-27,13.4,1590.71,20.11,26.29,24.69,4751.43,-404.04
2008-11-28,13.4,1590.71,20.11,26.29,24.69,4751.43,-404.04
2008-11-29,13.4,1590.71,20.11,26.29,24.69,4751.43,-404.04
2008-11-30,13.4,1590.71,20.11,26.29,24.69,4751.43,-404.04
2008-12-01,8.38,1816.81,19.03,26.27,24.67,4884.34,-246.29
2008-12-02,8.38,1816.81,19.03,26.27,24.67,4884.34,-246.29
2008-12-03,8.38,1816.81,19.03,26.27,24.67,4884.34,-246.29
2008-12-04,8.38,1816.81,19.03,26.27,24.67,4884.34,-246.29
2008-12-05,8.38,1816.81,19.03,26.27,24.67,4884.34,-246.29
2008-12-06,8.38,1816.81,19.03,26.27,24.67,4884.34,-246.29
2008-12-07,8.38,1816.81,19.03,26.27,24.67,4884.34,-246.29
2008-12-08,8.38,1816.81,19.03,26.27,24.67,4884.34,-246.29
2008-12-09,8.38,1816.81,19.03,26.27,24.67,4884.34,-246.29
2008-12-10,8.38,1816.81,19.03,26.27,24.67,4884.34,-246.29
2008-12-11,8.38,1816.81,19.03,26.27,24.67,4884.34,-246.29
2008-12-12,8.38,1816.81,19.03,26.27,24.67,4884.34,-246.29
2008-12-13,8.38,1816.81,19.03,26.27,24.67,4884.34,-246.29
2008-12-14,8.38,1816.81,19.03,26.27,24.67,4884.34,-246.29
2008-12-15,8.38,1816.81,19.03,26.27,24.67,4884.34,-246.29
2008-12-16,8.38,1816.81,19.03,26.27,24.67,4884.34,-246.29
2008-12-17,8.38,1816.81,19.03,26.27,24.67,4884.34,-246.29
2008-12-18,8.38,1816.81,19.03,26.27,24.67,4884.34,-246.29
2008-12-19,8.38,1816.81,19.03,26.27,24.67,4884.34,-246.29
2008-12-20,8.38,1816.81,19.03,26.27,24.67,4884.34,-246.29
2008-12-21,8.38,1816.81,19.03,26.27,24.67,4884.34,-246.29
2008-12-22,8.38,1816.81,19.03,26.27,24.67,4884.34,-246.29
2008-12-23,8.38,1816.81,19.03,26.27,24.67,4884.34,-246.29
2008-12-24,8.38,1816.81,19.03,26.27,24.67,4884.34,-246.29
2008-12-25,8.38,1816.81,19.03,26.27,24.67,4884.34,-246.29
2008-12-26,8.38,1816.81,19.03,26.27,24.67,4884.34,-246.29
2008-12-27,8.38,1816.81,19.03,26.27,24.67,4884.34,-246.29
2008-12-28,8.38,1816.81,19.03,26.27,24.67,4884.34,-246.29
2008-12-29,8.38,1816.81,19.03,26.27,24.67,4884.34,-246.29
2008-12-30,8.38,1816.81,19.03,26.27,24.67,4884.34,-246.29
2008-12-31,8.38,1816.81,19.03,26.27,24.67,4884.34,-246.29
