Date,MPR,FoodInflation,HeadlineInflation,NonFoodInflation,BrentOil,Cocoa,Gold,InterestRate,NetForeignAssets,NIR,Imports,Exports
01/01/2008,13.5,10.64,12.81,14.4,91.9,2174.5,891,12.175,1979.35,1674.3,781.9,406.1
02/01/2008,13.5,10.64,12.81,14.4,91.9,2174.5,891,12.175,1979.35,1674.3,781.9,406.1
03/01/2008,13.5,10.64,12.81,14.4,91.9,2174.5,891,12.175,1979.35,1674.3,781.9,406.1
04/01/2008,13.5,10.64,12.81,14.4,91.9,2174.5,891,12.175,1979.35,1674.3,781.9,406.1
05/01/2008,13.5,10.64,12.81,14.4,91.9,2174.5,891,12.175,1979.35,1674.3,781.9,406.1
06/01/2008,13.5,10.64,12.81,14.4,91.9,2174.5,891,12.175,1979.35,1674.3,781.9,406.1
07/01/2008,13.5,10.64,12.81,14.4,91.9,2174.5,891,12.175,1979.35,1674.3,781.9,406.1
08/01/2008,13.5,10.64,12.81,14.4,91.9,2174.5,891,12.175,1979.35,1674.3,781.9,406.1
09/01/2008,13.5,10.64,12.81,14.4,91.9,2174.5,891,12.175,1979.35,1674.3,781.9,406.1
10/01/2008,13.5,10.64,12.81,14.4,91.9,2174.5,891,12.175,1979.35,1674.3,781.9,406.1
11/01/2008,13.5,10.64,12.81,14.4,91.9,2174.5,891,12.175,1979.35,1674.3,781.9,406.1
12/01/2008,13.5,10.64,12.81,14.4,91.9,2174.5,891,12.175,1979.35,1674.3,781.9,406.1
13/01/2008,13.5,10.64,12.81,14.4,91.9,2174.5,891,12.175,1979.35,1674.3,781.9,406.1
14/01/2008,13.5,10.64,12.81,14.4,91.9,2174.5,891,12.175,1979.35,1674.3,781.9,406.1
15/01/2008,13.5,10.64,12.81,14.4,91.9,2174.5,891,12.175,1979.35,1674.3,781.9,406.1
16/01/2008,13.5,10.64,12.81,14.4,91.9,2174.5,891,12.175,1979.35,1674.3,781.9,406.1
17/01/2008,13.5,10.64,12.81,14.4,91.9,2174.5,891,12.175,1979.35,1674.3,781.9,406.1
18/01/2008,13.5,10.64,12.81,14.4,91.9,2174.5,891,12.175,1979.35,1674.3,781.9,406.1
19/01/2008,13.5,10.64,12.81,14.4,91.9,2174.5,891,12.175,1979.35,1674.3,781.9,406.1
20/01/2008,13.5,10.64,12.81,14.4,91.9,2174.5,891,12.175,1979.35,1674.3,781.9,406.1
21/01/2008,13.5,10.64,12.81,14.4,91.9,2174.5,891,12.175,1979.35,1674.3,781.9,406.1
22/01/2008,13.5,10.64,12.81,14.4,91.9,2174.5,891,12.175,1979.35,1674.3,781.9,406.1
23/01/2008,13.5,10.64,12.81,14.4,91.9,2174.5,891,12.175,1979.35,1674.3,781.9,406.1
24/01/2008,13.5,10.64,12.81,14.4,91.9,2174.5,891,12.175,1979.35,1674.3,781.9,406.1
25/01/2008,13.5,10.64,12.81,14.4,91.9,2174.5,891,12.175,1979.35,1674.3,781.9,406.1
26/01/2008,13.5,10.64,12.81,14.4,91.9,2174.5,891,12.175,1979.35,1674.3,781.9,406.1
27/01/2008,13.5,10.64,12.81,14.4,91.9,2174.5,891,12.175,1979.35,1674.3,781.9,406.1
28/01/2008,13.5,10.64,12.81,14.4,91.9,2174.5,891,12.175,1979.35,1674.3,781.9,406.1
29/01/2008,13.5,10.64,12.81,14.4,91.9,2174.5,891,12.175,1979.35,1674.3,781.9,406.1
30/01/2008,13.5,10.64,12.81,14.4,91.9,2174.5,891,12.175,1979.35,1674.3,781.9,406.1
31/01/2008,13.5,10.64,12.81,14.4,91.9,2174.5,891,12.175,1979.35,1674.3,781.9,406.1
01/02/2008,13.5,11.23,13.21,14.68,94.5,2501.8,925,12.016,2204.88,1883.5,868.9,444.1
02/02/2008,13.5,11.23,13.21,14.68,94.5,2501.8,925,12.016,2204.88,1883.5,868.9,444.1
03/02/2008,13.5,11.23,13.21,14.68,94.5,2501.8,925,12.016,2204.88,1883.5,868.9,444.1
04/02/2008,13.5,11.23,13.21,14.68,94.5,2501.8,925,12.016,2204.88,1883.5,868.9,444.1
05/02/2008,13.5,11.23,13.21,14.68,94.5,2501.8,925,12.016,2204.88,1883.5,868.9,444.1
06/02/2008,13.5,11.23,13.21,14.68,94.5,2501.8,925,12.016,2204.88,1883.5,868.9,444.1
07/02/2008,13.5,11.23,13.21,14.68,94.5,2501.8,925,12.016,2204.88,1883.5,868.9,444.1
08/02/2008,13.5,11.23,13.21,14.68,94.5,2501.8,925,12.016,2204.88,1883.5,868.9,444.1
09/02/2008,13.5,11.23,13.21,14.68,94.5,2501.8,925,12.016,2204.88,1883.5,868.9,444.1
10/02/2008,13.5,11.23,13.21,14.68,94.5,2501.8,925,12.016,2204.88,1883.5,868.9,444.1
11/02/2008,13.5,11.23,13.21,14.68,94.5,2501.8,925,12.016,2204.88,1883.5,868.9,444.1
12/02/2008,13.5,11.23,13.21,14.68,94.5,2501.8,925,12.016,2204.88,1883.5,868.9,444.1
13/02/2008,13.5,11.23,13.21,14.68,94.5,2501.8,925,12.016,2204.88,1883.5,868.9,444.1
14/02/2008,13.5,11.23,13.21,14.68,94.5,2501.8,925,12.016,2204.88,1883.5,868.9,444.1
15/02/2008,13.5,11.23,13.21,14.68,94.5,2501.8,925,12.016,2204.88,1883.5,868.9,444.1
16/02/2008,13.5,11.23,13.21,14.68,94.5,2501.8,925,12.016,2204.88,1883.5,868.9,444.1
17/02/2008,13.5,11.23,13.21,14.68,94.5,2501.8,925,12.016,2204.88,1883.5,868.9,444.1
18/02/2008,13.5,11.23,13.21,14.68,94.5,2501.8,925,12.016,2204.88,1883.5,868.9,444.1
19/02/2008,13.5,11.23,13.21,14.68,94.5,2501.8,925,12.016,2204.88,1883.5,868.9,444.1
20/02/2008,13.5,11.23,13.21,14.68,94.5,2501.8,925,12.016,2204.88,1883.5,868.9,444.1
21/02/2008,13.5,11.23,13.21,14.68,94.5,2501.8,925,12.016,2204.88,1883.5,868.9,444.1
22/02/2008,13.5,11.23,13.21,14.68,94.5,2501.8,925,12.016,2204.88,1883.5,868.9,444.1
23/02/2008,13.5,11.23,13.21,14.68,94.5,2501.8,925,12.016,2204.88,1883.5,868.9,444.1
24/02/2008,13.5,11.23,13.21,14.68,94.5,2501.8,925,12.016,2204.88,1883.5,868.9,444.1
25/02/2008,13.5,11.23,13.21,14.68,94.5,2501.8,925,12.016,2204.88,1883.5,868.9,444.1
26/02/2008,13.5,11.23,13.21,14.68,94.5,2501.8,925,12.016,2204.88,1883.5,868.9,444.1
27/02/2008,13.5,11.23,13.21,14.68,94.5,2501.8,925,12.016,2204.88,1883.5,868.9,444.1
28/02/2008,13.5,11.23,13.21,14.68,94.5,2501.8,925,12.016,2204.88,1883.5,868.9,444.1
29/02/2008,13.5,11.23,13.21,14.68,94.5,2501.8,925,12.016,2204.88,1883.5,868.9,444.1
01/03/2008,14.3,12.95,13.79,14.41,103,2614.2,965.9,12.1975,2017.77,1712.9,818.5,464.7
02/03/2008,14.3,12.95,13.79,14.41,103,2614.2,965.9,12.1975,2017.77,1712.9,818.5,464.7
03/03/2008,14.3,12.95,13.79,14.41,103,2614.2,965.9,12.1975,2017.77,1712.9,818.5,464.7
04/03/2008,14.3,12.95,13.79,14.41,103,2614.2,965.9,12.1975,2017.77,1712.9,818.5,464.7
05/03/2008,14.3,12.95,13.79,14.41,103,2614.2,965.9,12.1975,2017.77,1712.9,818.5,464.7
06/03/2008,14.3,12.95,13.79,14.41,103,2614.2,965.9,12.1975,2017.77,1712.9,818.5,464.7
07/03/2008,14.3,12.95,13.79,14.41,103,2614.2,965.9,12.1975,2017.77,1712.9,818.5,464.7
08/03/2008,14.3,12.95,13.79,14.41,103,2614.2,965.9,12.1975,2017.77,1712.9,818.5,464.7
09/03/2008,14.3,12.95,13.79,14.41,103,2614.2,965.9,12.1975,2017.77,1712.9,818.5,464.7
10/03/2008,14.3,12.95,13.79,14.41,103,2614.2,965.9,12.1975,2017.77,1712.9,818.5,464.7
11/03/2008,14.3,12.95,13.79,14.41,103,2614.2,965.9,12.1975,2017.77,1712.9,818.5,464.7
12/03/2008,14.3,12.95,13.79,14.41,103,2614.2,965.9,12.1975,2017.77,1712.9,818.5,464.7
13/03/2008,14.3,12.95,13.79,14.41,103,2614.2,965.9,12.1975,2017.77,1712.9,818.5,464.7
14/03/2008,14.3,12.95,13.79,14.41,103,2614.2,965.9,12.1975,2017.77,1712.9,818.5,464.7
15/03/2008,14.3,12.95,13.79,14.41,103,2614.2,965.9,12.1975,2017.77,1712.9,818.5,464.7
16/03/2008,14.3,12.95,13.79,14.41,103,2614.2,965.9,12.1975,2017.77,1712.9,818.5,464.7
17/03/2008,14.3,12.95,13.79,14.41,103,2614.2,965.9,12.1975,2017.77,1712.9,818.5,464.7
18/03/2008,14.3,12.95,13.79,14.41,103,2614.2,965.9,12.1975,2017.77,1712.9,818.5,464.7
19/03/2008,14.3,12.95,13.79,14.41,103,2614.2,965.9,12.1975,2017.77,1712.9,818.5,464.7
20/03/2008,14.3,12.95,13.79,14.41,103,2614.2,965.9,12.1975,2017.77,1712.9,818.5,464.7
21/03/2008,14.3,12.95,13.79,14.41,103,2614.2,965.9,12.1975,2017.77,1712.9,818.5,464.7
22/03/2008,14.3,12.95,13.79,14.41,103,2614.2,965.9,12.1975,2017.77,1712.9,818.5,464.7
23/03/2008,14.3,12.95,13.79,14.41,103,2614.2,965.9,12.1975,2017.77,1712.9,818.5,464.7
24/03/2008,14.3,12.95,13.79,14.41,103,2614.2,965.9,12.1975,2017.77,1712.9,818.5,464.7
25/03/2008,14.3,12.95,13.79,14.41,103,2614.2,965.9,12.1975,2017.77,1712.9,818.5,464.7
26/03/2008,14.3,12.95,13.79,14.41,103,2614.2,965.9,12.1975,2017.77,1712.9,818.5,464.7
27/03/2008,14.3,12.95,13.79,14.41,103,2614.2,965.9,12.1975,2017.77,1712.9,818.5,464.7
28/03/2008,14.3,12.95,13.79,14.41,103,2614.2,965.9,12.1975,2017.77,1712.9,818.5,464.7
29/03/2008,14.3,12.95,13.79,14.41,103,2614.2,965.9,12.1975,2017.77,1712.9,818.5,464.7
30/03/2008,14.3,12.95,13.79,14.41,103,2614.2,965.9,12.1975,2017.77,1712.9,818.5,464.7
31/03/2008,14.3,12.95,13.79,14.41,103,2614.2,965.9,12.1975,2017.77,1712.9,818.5,464.7
01/04/2008,14.3,13.15,15.29,16.9,110.4,2567.5,909.8,12.5625,2041.75,1692.8,940,521.9
02/04/2008,14.3,13.15,15.29,16.9,110.4,2567.5,909.8,12.5625,2041.75,1692.8,940,521.9
03/04/2008,14.3,13.15,15.29,16.9,110.4,2567.5,909.8,12.5625,2041.75,1692.8,940,521.9
04/04/2008,14.3,13.15,15.29,16.9,110.4,2567.5,909.8,12.5625,2041.75,1692.8,940,521.9
05/04/2008,14.3,13.15,15.29,16.9,110.4,2567.5,909.8,12.5625,2041.75,1692.8,940,521.9
06/04/2008,14.3,13.15,15.29,16.9,110.4,2567.5,909.8,12.5625,2041.75,1692.8,940,521.9
07/04/2008,14.3,13.15,15.29,16.9,110.4,2567.5,909.8,12.5625,2041.75,1692.8,940,521.9
08/04/2008,14.3,13.15,15.29,16.9,110.4,2567.5,909.8,12.5625,2041.75,1692.8,940,521.9
09/04/2008,14.3,13.15,15.29,16.9,110.4,2567.5,909.8,12.5625,2041.75,1692.8,940,521.9
10/04/2008,14.3,13.15,15.29,16.9,110.4,2567.5,909.8,12.5625,2041.75,1692.8,940,521.9
11/04/2008,14.3,13.15,15.29,16.9,110.4,2567.5,909.8,12.5625,2041.75,1692.8,940,521.9
12/04/2008,14.3,13.15,15.29,16.9,110.4,2567.5,909.8,12.5625,2041.75,1692.8,940,521.9
13/04/2008,14.3,13.15,15.29,16.9,110.4,2567.5,909.8,12.5625,2041.75,1692.8,940,521.9
14/04/2008,14.3,13.15,15.29,16.9,110.4,2567.5,909.8,12.5625,2041.75,1692.8,940,521.9
15/04/2008,14.3,13.15,15.29,16.9,110.4,2567.5,909.8,12.5625,2041.75,1692.8,940,521.9
16/04/2008,14.3,13.15,15.29,16.9,110.4,2567.5,909.8,12.5625,2041.75,1692.8,940,521.9
17/04/2008,14.3,13.15,15.29,16.9,110.4,2567.5,909.8,12.5625,2041.75,1692.8,940,521.9
18/04/2008,14.3,13.15,15.29,16.9,110.4,2567.5,909.8,12.5625,2041.75,1692.8,940,521.9
19/04/2008,14.3,13.15,15.29,16.9,110.4,2567.5,909.8,12.5625,2041.75,1692.8,940,521.9
20/04/2008,14.3,13.15,15.29,16.9,110.4,2567.5,909.8,12.5625,2041.75,1692.8,940,521.9
21/04/2008,14.3,13.15,15.29,16.9,110.4,2567.5,909.8,12.5625,2041.75,1692.8,940,521.9
22/04/2008,14.3,13.15,15.29,16.9,110.4,2567.5,909.8,12.5625,2041.75,1692.8,940,521.9
23/04/2008,14.3,13.15,15.29,16.9,110.4,2567.5,909.8,12.5625,2041.75,1692.8,940,521.9
24/04/2008,14.3,13.15,15.29,16.9,110.4,2567.5,909.8,12.5625,2041.75,1692.8,940,521.9
25/04/2008,14.3,13.15,15.29,16.9,110.4,2567.5,909.8,12.5625,2041.75,1692.8,940,521.9
26/04/2008,14.3,13.15,15.29,16.9,110.4,2567.5,909.8,12.5625,2041.75,1692.8,940,521.9
27/04/2008,14.3,13.15,15.29,16.9,110.4,2567.5,909.8,12.5625,2041.75,1692.8,940,521.9
28/04/2008,14.3,13.15,15.29,16.9,110.4,2567.5,909.8,12.5625,2041.75,1692.8,940,521.9
29/04/2008,14.3,13.15,15.29,16.9,110.4,2567.5,909.8,12.5625,2041.75,1692.8,940,521.9
30/04/2008,14.3,13.15,15.29,16.9,110.4,2567.5,909.8,12.5625,2041.75,1692.8,940,521.9
01/05/2008,16,15.84,16.88,17.67,124.6,2647,889.9,13.242,1823.85,1513.2,803.2,526.1
02/05/2008,16,15.84,16.88,17.67,124.6,2647,889.9,13.242,1823.85,1513.2,803.2,526.1
03/05/2008,16,15.84,16.88,17.67,124.6,2647,889.9,13.242,1823.85,1513.2,803.2,526.1
04/05/2008,16,15.84,16.88,17.67,124.6,2647,889.9,13.242,1823.85,1513.2,803.2,526.1
05/05/2008,16,15.84,16.88,17.67,124.6,2647,889.9,13.242,1823.85,1513.2,803.2,526.1
06/05/2008,16,15.84,16.88,17.67,124.6,2647,889.9,13.242,1823.85,1513.2,803.2,526.1
07/05/2008,16,15.84,16.88,17.67,124.6,2647,889.9,13.242,1823.85,1513.2,803.2,526.1
08/05/2008,16,15.84,16.88,17.67,124.6,2647,889.9,13.242,1823.85,1513.2,803.2,526.1
09/05/2008,16,15.84,16.88,17.67,124.6,2647,889.9,13.242,1823.85,1513.2,803.2,526.1
10/05/2008,16,15.84,16.88,17.67,124.6,2647,889.9,13.242,1823.85,1513.2,803.2,526.1
11/05/2008,16,15.84,16.88,17.67,124.6,2647,889.9,13.242,1823.85,1513.2,803.2,526.1
12/05/2008,16,15.84,16.88,17.67,124.6,2647,889.9,13.242,1823.85,1513.2,803.2,526.1
13/05/2008,16,15.84,16.88,17.67,124.6,2647,889.9,13.242,1823.85,1513.2,803.2,526.1
14/05/2008,16,15.84,16.88,17.67,124.6,2647,889.9,13.242,1823.85,1513.2,803.2,526.1
15/05/2008,16,15.84,16.88,17.67,124.6,2647,889.9,13.242,1823.85,1513.2,803.2,526.1
16/05/2008,16,15.84,16.88,17.67,124.6,2647,889.9,13.242,1823.85,1513.2,803.2,526.1
17/05/2008,16,15.84,16.88,17.67,124.6,2647,889.9,13.242,1823.85,1513.2,803.2,526.1
18/05/2008,16,15.84,16.88,17.67,124.6,2647,889.9,13.242,1823.85,1513.2,803.2,526.1
19/05/2008,16,15.84,16.88,17.67,124.6,2647,889.9,13.242,1823.85,1513.2,803.2,526.1
20/05/2008,16,15.84,16.88,17.67,124.6,2647,889.9,13.242,1823.85,1513.2,803.2,526.1
21/05/2008,16,15.84,16.88,17.67,124.6,2647,889.9,13.242,1823.85,1513.2,803.2,526.1
22/05/2008,16,15.84,16.88,17.67,124.6,2647,889.9,13.242,1823.85,1513.2,803.2,526.1
23/05/2008,16,15.84,16.88,17.67,124.6,2647,889.9,13.242,1823.85,1513.2,803.2,526.1
24/05/2008,16,15.84,16.88,17.67,124.6,2647,889.9,13.242,1823.85,1513.2,803.2,526.1
25/05/2008,16,15.84,16.88,17.67,124.6,2647,889.9,13.242,1823.85,1513.2,803.2,526.1
26/05/2008,16,15.84,16.88,17.67,124.6,2647,889.9,13.242,1823.85,1513.2,803.2,526.1
27/05/2008,16,15.84,16.88,17.67,124.6,2647,889.9,13.242,1823.85,1513.2,803.2,526.1
28/05/2008,16,15.84,16.88,17.67,124.6,2647,889.9,13.242,1823.85,1513.2,803.2,526.1
29/05/2008,16,15.84,16.88,17.67,124.6,2647,889.9,13.242,1823.85,1513.2,803.2,526.1
30/05/2008,16,15.84,16.88,17.67,124.6,2647,889.9,13.242,1823.85,1513.2,803.2,526.1
31/05/2008,16,15.84,16.88,17.67,124.6,2647,889.9,13.242,1823.85,1513.2,803.2,526.1
01/06/2008,16,17.74,18.41,18.91,133.5,3071.2,891.8,14.5575,1812.34,1458.7,796.1,482.9
02/06/2008,16,17.74,18.41,18.91,133.5,3071.2,891.8,14.5575,1812.34,1458.7,796.1,482.9
03/06/2008,16,17.74,18.41,18.91,133.5,3071.2,891.8,14.5575,1812.34,1458.7,796.1,482.9
04/06/2008,16,17.74,18.41,18.91,133.5,3071.2,891.8,14.5575,1812.34,1458.7,796.1,482.9
05/06/2008,16,17.74,18.41,18.91,133.5,3071.2,891.8,14.5575,1812.34,1458.7,796.1,482.9
06/06/2008,16,17.74,18.41,18.91,133.5,3071.2,891.8,14.5575,1812.34,1458.7,796.1,482.9
07/06/2008,16,17.74,18.41,18.91,133.5,3071.2,891.8,14.5575,1812.34,1458.7,796.1,482.9
08/06/2008,16,17.74,18.41,18.91,133.5,3071.2,891.8,14.5575,1812.34,1458.7,796.1,482.9
09/06/2008,16,17.74,18.41,18.91,133.5,3071.2,891.8,14.5575,1812.34,1458.7,796.1,482.9
10/06/2008,16,17.74,18.41,18.91,133.5,3071.2,891.8,14.5575,1812.34,1458.7,796.1,482.9
11/06/2008,16,17.74,18.41,18.91,133.5,3071.2,891.8,14.5575,1812.34,1458.7,796.1,482.9
12/06/2008,16,17.74,18.41,18.91,133.5,3071.2,891.8,14.5575,1812.34,1458.7,796.1,482.9
13/06/2008,16,17.74,18.41,18.91,133.5,3071.2,891.8,14.5575,1812.34,1458.7,796.1,482.9
14/06/2008,16,17.74,18.41,18.91,133.5,3071.2,891.8,14.5575,1812.34,1458.7,796.1,482.9
15/06/2008,16,17.74,18.41,18.91,133.5,3071.2,891.8,14.5575,1812.34,1458.7,796.1,482.9
16/06/2008,16,17.74,18.41,18.91,133.5,3071.2,891.8,14.5575,1812.34,1458.7,796.1,482.9
17/06/2008,16,17.74,18.41,18.91,133.5,3071.2,891.8,14.5575,1812.34,1458.7,796.1,482.9
18/06/2008,16,17.74,18.41,18.91,133.5,3071.2,891.8,14.5575,1812.34,1458.7,796.1,482.9
19/06/2008,16,17.74,18.41,18.91,133.5,3071.2,891.8,14.5575,1812.34,1458.7,796.1,482.9
20/06/2008,16,17.74,18.41,18.91,133.5,3071.2,891.8,14.5575,1812.34,1458.7,796.1,482.9
21/06/2008,16,17.74,18.41,18.91,133.5,3071.2,891.8,14.5575,1812.34,1458.7,796.1,482.9
22/06/2008,16,17.74,18.41,18.91,133.5,3071.2,891.8,14.5575,1812.34,1458.7,796.1,482.9
23/06/2008,16,17.74,18.41,18.91,133.5,3071.2,891.8,14.5575,1812.34,1458.7,796.1,482.9
24/06/2008,16,17.74,18.41,18.91,133.5,3071.2,891.8,14.5575,1812.34,1458.7,796.1,482.9
25/06/2008,16,17.74,18.41,18.91,133.5,3071.2,891.8,14.5575,1812.34,1458.7,796.1,482.9
26/06/2008,16,17.74,18.41,18.91,133.5,3071.2,891.8,14.5575,1812.34,1458.7,796.1,482.9
27/06/2008,16,17.74,18.41,18.91,133.5,3071.2,891.8,14.5575,1812.34,1458.7,796.1,482.9
28/06/2008,16,17.74,18.41,18.91,133.5,3071.2,891.8,14.5575,1812.34,1458.7,796.1,482.9
29/06/2008,16,17.74,18.41,18.91,133.5,3071.2,891.8,14.5575,1812.34,1458.7,796.1,482.9
30/06/2008,16,17.74,18.41,18.91,133.5,3071.2,891.8,14.5575,1812.34,1458.7,796.1,482.9
01/07/2008,17,17.45,18.31,18.97,134.8,2928.5,938.5,15.4775,1443.69,1118.9,995.5,485.2
02/07/2008,17,17.45,18.31,18.97,134.8,2928.5,938.5,15.4775,1443.69,1118.9,995.5,485.2
03/07/2008,17,17.45,18.31,18.97,134.8,2928.5,938.5,15.4775,1443.69,1118.9,995.5,485.2
04/07/2008,17,17.45,18.31,18.97,134.8,2928.5,938.5,15.4775,1443.69,1118.9,995.5,485.2
05/07/2008,17,17.45,18.31,18.97,134.8,2928.5,938.5,15.4775,1443.69,1118.9,995.5,485.2
06/07/2008,17,17.45,18.31,18.97,134.8,2928.5,938.5,15.4775,1443.69,1118.9,995.5,485.2
07/07/2008,17,17.45,18.31,18.97,134.8,2928.5,938.5,15.4775,1443.69,1118.9,995.5,485.2
08/07/2008,17,17.45,18.31,18.97,134.8,2928.5,938.5,15.4775,1443.69,1118.9,995.5,485.2
09/07/2008,17,17.45,18.31,18.97,134.8,2928.5,938.5,15.4775,1443.69,1118.9,995.5,485.2
10/07/2008,17,17.45,18.31,18.97,134.8,2928.5,938.5,15.4775,1443.69,1118.9,995.5,485.2
11/07/2008,17,17.45,18.31,18.97,134.8,2928.5,938.5,15.4775,1443.69,1118.9,995.5,485.2
12/07/2008,17,17.45,18.31,18.97,134.8,2928.5,938.5,15.4775,1443.69,1118.9,995.5,485.2
13/07/2008,17,17.45,18.31,18.97,134.8,2928.5,938.5,15.4775,1443.69,1118.9,995.5,485.2
14/07/2008,17,17.45,18.31,18.97,134.8,2928.5,938.5,15.4775,1443.69,1118.9,995.5,485.2
15/07/2008,17,17.45,18.31,18.97,134.8,2928.5,938.5,15.4775,1443.69,1118.9,995.5,485.2
16/07/2008,17,17.45,18.31,18.97,134.8,2928.5,938.5,15.4775,1443.69,1118.9,995.5,485.2
17/07/2008,17,17.45,18.31,18.97,134.8,2928.5,938.5,15.4775,1443.69,1118.9,995.5,485.2
18/07/2008,17,17.45,18.31,18.97,134.8,2928.5,938.5,15.4775,1443.69,1118.9,995.5,485.2
19/07/2008,17,17.45,18.31,18.97,134.8,2928.5,938.5,15.4775,1443.69,1118.9,995.5,485.2
20/07/2008,17,17.45,18.31,18.97,134.8,2928.5,938.5,15.4775,1443.69,1118.9,995.5,485.2
21/07/2008,17,17.45,18.31,18.97,134.8,2928.5,938.5,15.4775,1443.69,1118.9,995.5,485.2
22/07/2008,17,17.45,18.31,18.97,134.8,2928.5,938.5,15.4775,1443.69,1118.9,995.5,485.2
23/07/2008,17,17.45,18.31,18.97,134.8,2928.5,938.5,15.4775,1443.69,1118.9,995.5,485.2
24/07/2008,17,17.45,18.31,18.97,134.8,2928.5,938.5,15.4775,1443.69,1118.9,995.5,485.2
25/07/2008,17,17.45,18.31,18.97,134.8,2928.5,938.5,15.4775,1443.69,1118.9,995.5,485.2
26/07/2008,17,17.45,18.31,18.97,134.8,2928.5,938.5,15.4775,1443.69,1118.9,995.5,485.2
27/07/2008,17,17.45,18.31,18.97,134.8,2928.5,938.5,15.4775,1443.69,1118.9,995.5,485.2
28/07/2008,17,17.45,18.31,18.97,134.8,2928.5,938.5,15.4775,1443.69,1118.9,995.5,485.2
29/07/2008,17,17.45,18.31,18.97,134.8,2928.5,938.5,15.4775,1443.69,1118.9,995.5,485.2
30/07/2008,17,17.45,18.31,18.97,134.8,2928.5,938.5,15.4775,1443.69,1118.9,995.5,485.2
31/07/2008,17,17.45,18.31,18.97,134.8,2928.5,938.5,15.4775,1443.69,1118.9,995.5,485.2
01/08/2008,17,17.56,18.1,18.5,115.2,2771.3,835.9,17.39,1854.59,1538,987,403.5
02/08/2008,17,17.56,18.1,18.5,115.2,2771.3,835.9,17.39,1854.59,1538,987,403.5
03/08/2008,17,17.56,18.1,18.5,115.2,2771.3,835.9,17.39,1854.59,1538,987,403.5
04/08/2008,17,17.56,18.1,18.5,115.2,2771.3,835.9,17.39,1854.59,1538,987,403.5
05/08/2008,17,17.56,18.1,18.5,115.2,2771.3,835.9,17.39,1854.59,1538,987,403.5
06/08/2008,17,17.56,18.1,18.5,115.2,2771.3,835.9,17.39,1854.59,1538,987,403.5
07/08/2008,17,17.56,18.1,18.5,115.2,2771.3,835.9,17.39,1854.59,1538,987,403.5
08/08/2008,17,17.56,18.1,18.5,115.2,2771.3,835.9,17.39,1854.59,1538,987,403.5
09/08/2008,17,17.56,18.1,18.5,115.2,2771.3,835.9,17.39,1854.59,1538,987,403.5
10/08/2008,17,17.56,18.1,18.5,115.2,2771.3,835.9,17.39,1854.59,1538,987,403.5
11/08/2008,17,17.56,18.1,18.5,115.2,2771.3,835.9,17.39,1854.59,1538,987,403.5
12/08/2008,17,17.56,18.1,18.5,115.2,2771.3,835.9,17.39,1854.59,1538,987,403.5
13/08/2008,17,17.56,18.1,18.5,115.2,2771.3,835.9,17.39,1854.59,1538,987,403.5
14/08/2008,17,17.56,18.1,18.5,115.2,2771.3,835.9,17.39,1854.59,1538,987,403.5
15/08/2008,17,17.56,18.1,18.5,115.2,2771.3,835.9,17.39,1854.59,1538,987,403.5
16/08/2008,17,17.56,18.1,18.5,115.2,2771.3,835.9,17.39,1854.59,1538,987,403.5
17/08/2008,17,17.56,18.1,18.5,115.2,2771.3,835.9,17.39,1854.59,1538,987,403.5
18/08/2008,17,17.56,18.1,18.5,115.2,2771.3,835.9,17.39,1854.59,1538,987,403.5
19/08/2008,17,17.56,18.1,18.5,115.2,2771.3,835.9,17.39,1854.59,1538,987,403.5
20/08/2008,17,17.56,18.1,18.5,115.2,2771.3,835.9,17.39,1854.59,1538,987,403.5
21/08/2008,17,17.56,18.1,18.5,115.2,2771.3,835.9,17.39,1854.59,1538,987,403.5
22/08/2008,17,17.56,18.1,18.5,115.2,2771.3,835.9,17.39,1854.59,1538,987,403.5
23/08/2008,17,17.56,18.1,18.5,115.2,2771.3,835.9,17.39,1854.59,1538,987,403.5
24/08/2008,17,17.56,18.1,18.5,115.2,2771.3,835.9,17.39,1854.59,1538,987,403.5
25/08/2008,17,17.56,18.1,18.5,115.2,2771.3,835.9,17.39,1854.59,1538,987,403.5
26/08/2008,17,17.56,18.1,18.5,115.2,2771.3,835.9,17.39,1854.59,1538,987,403.5
27/08/2008,17,17.56,18.1,18.5,115.2,2771.3,835.9,17.39,1854.59,1538,987,403.5
28/08/2008,17,17.56,18.1,18.5,115.2,2771.3,835.9,17.39,1854.59,1538,987,403.5
29/08/2008,17,17.56,18.1,18.5,115.2,2771.3,835.9,17.39,1854.59,1538,987,403.5
30/08/2008,17,17.56,18.1,18.5,115.2,2771.3,835.9,17.39,1854.59,1538,987,403.5
31/08/2008,17,17.56,18.1,18.5,115.2,2771.3,835.9,17.39,1854.59,1538,987,403.5
01/09/2008,17,17,17.89,18.53,100.7,2645.7,829.2,19.095,1864.25,1524.5,833.9,340.2
02/09/2008,17,17,17.89,18.53,100.7,2645.7,829.2,19.095,1864.25,1524.5,833.9,340.2
03/09/2008,17,17,17.89,18.53,100.7,2645.7,829.2,19.095,1864.25,1524.5,833.9,340.2
04/09/2008,17,17,17.89,18.53,100.7,2645.7,829.2,19.095,1864.25,1524.5,833.9,340.2
05/09/2008,17,17,17.89,18.53,100.7,2645.7,829.2,19.095,1864.25,1524.5,833.9,340.2
06/09/2008,17,17,17.89,18.53,100.7,2645.7,829.2,19.095,1864.25,1524.5,833.9,340.2
