Date,Actual_Buying_Level,XGBoost_Predicted_Level,Random_Walk_Level
2022-04-28,7.108699999999999,7.051412,5.5339
2022-04-29,7.1091999999999995,7.051575,5.5339
2022-05-04,7.1097,7.0517206,5.5339
2022-05-05,7.1097,7.051868,5.5339
2022-05-06,7.1096,7.0527916,5.5339
2022-05-09,7.1095,7.052983,5.5339
2022-05-10,7.109999999999999,7.053106,5.5339
2022-05-11,7.1107000000000005,7.053366,5.5339
2022-05-12,7.1107000000000005,7.0536256,5.5339
2022-05-13,7.1127,7.05456,5.5339
2022-05-16,7.116700000000001,7.0570207,5.5339
2022-05-17,7.1217,7.060679,5.5339
2022-05-18,7.1262,7.0640984,5.5339
2022-05-19,7.1262,7.0657945,5.5339
2022-05-20,7.1287,7.068041,5.5339
2022-05-23,7.1297,7.0691314,5.5339
2022-05-24,7.1317,7.0713778,5.5339
2022-05-25,7.1337,7.073403,5.5339
2022-05-26,7.1342,7.0750666,5.5339
2022-05-27,7.1377,7.0779557,5.5339
2022-05-30,7.1377,7.07912,5.5339
2022-05-31,7.140499999999999,7.0819697,5.5339
2022-06-01,7.140499999999999,7.0825944,5.5339
2022-06-02,7.1415,7.084098,5.5339
2022-06-03,7.142499999999999,7.0851192,5.5339
2022-06-06,7.142499999999999,7.0856504,5.5339
2022-06-07,7.143500000000001,7.0863867,5.5339
2022-06-08,7.1489,7.0893245,5.5339
2022-06-09,7.1569,7.0952163,5.5339
2022-06-10,7.1964,7.1288323,5.5339
2022-06-13,7.1964,7.1315074,5.5339
2022-06-14,7.197399999999999,7.136056,5.5339
2022-06-15,7.1994,7.142334,5.5339
2022-06-16,7.1994,7.1436105,5.5339
2022-06-17,7.1994,7.1461005,5.5339
2022-06-20,7.2024,7.1489162,5.5339
2022-06-21,7.2024,7.14958,5.5339
2022-06-22,7.2074,7.15238,5.5339
2022-06-23,7.2074,7.1530275,5.5339
2022-06-24,7.2114,7.1554656,5.5339
2022-06-27,7.2164,7.158752,5.5339
2022-06-28,7.2189,7.161843,5.5339
2022-06-29,7.2209,7.164104,5.5339
2022-06-30,7.2269000000000005,7.1682415,5.5339
2022-07-01,7.2309,7.171884,5.5339
2022-07-04,7.2309,7.173506,5.5339
2022-07-05,7.2409,7.182151,5.5339
2022-07-06,7.2659,7.1998196,5.5339
2022-07-07,7.2809,7.211665,5.5339
2022-07-08,7.3008,7.2305727,5.5339
2022-07-12,7.320799999999999,7.2463913,5.5339
2022-07-13,7.3308,7.2566996,5.5339
2022-07-14,7.3508,7.2761917,5.5339
2022-07-15,7.3808,7.305836,5.5339
2022-07-18,7.3808,7.309364,5.5339
2022-07-19,7.400800000000001,7.3257456,5.5339
2022-07-20,7.430799999999998,7.350046,5.5339
2022-07-21,7.440799999999999,7.358496,5.5339
2022-07-22,7.470799999999999,7.3866887,5.5339
2022-07-25,7.4963,7.410004,5.5339
2022-07-26,7.4963,7.415055,5.5339
2022-07-27,7.526200000000001,7.4331055,5.5339
2022-07-28,7.558200000000001,7.45583,5.5339
2022-07-29,7.608200000000001,7.4939,5.5339
2022-08-01,7.610199999999998,7.5013075,5.5339
2022-08-02,7.640200000000001,7.524705,5.5339
2022-08-03,7.643200000000001,7.535752,5.5339
2022-08-05,7.996100000000001,7.773983,5.5339
2022-08-08,8.0011,7.885834,5.5339
2022-08-09,8.016099999999998,8.035073,5.5339
2022-08-10,8.026099999999998,8.154914,5.5339
2022-08-11,8.028100000000002,8.163552,5.5339
2022-08-12,8.053099999999999,8.189237,5.5339
2022-08-15,8.0631,8.203263,5.5339
2022-08-16,8.0751,8.218564,5.5339
2022-08-17,8.0951,8.239157,5.5339
2022-08-18,8.0951,8.246231,5.5339
2022-08-19,8.145,8.286309,5.5339
2022-08-22,8.19,8.327119,5.5339
2022-08-23,8.191000000000003,8.334971,5.5339
2022-08-24,8.221,8.351262,5.5339
2022-08-25,8.2209,8.360203,5.5339
2022-08-26,8.2214,8.366482,5.5339
2022-08-29,8.2224,8.369776,5.5339
2022-08-30,8.2234,8.371262,5.5339
2022-08-31,8.228399999999999,8.375349,5.5339
2022-09-01,8.228399999999999,8.377729,5.5339
2022-09-02,8.229400000000002,8.379755,5.5339
2022-09-05,8.234400000000003,8.382922,5.5339
2022-09-06,8.237399999999997,8.385753,5.5339
2022-09-07,8.2424,8.389575,5.5339
2022-09-08,8.2424,8.39156,5.5339
2022-09-09,8.2524,8.398236,5.5339
2022-09-12,8.254399999999999,8.400048,5.5339
2022-09-13,8.264600000000002,8.408202,5.5339
2022-09-14,8.265600000000001,8.411049,5.5339
2022-09-15,8.275599999999999,8.420106,5.5339
2022-09-16,8.2856,8.428471,5.5339
2022-09-19,9.005499999999998,8.703622,5.5339
2022-09-20,9.0355,8.818201,5.5339
2022-09-22,9.2367,8.952687,5.5339
2022-09-23,9.536599999999998,9.028112,5.5339
2022-09-26,9.5365,9.142484,5.5339
2022-09-27,9.5385,9.230768,5.5339
2022-09-28,9.5435,9.306332,5.5339
2022-09-29,9.5537,9.317509,5.5339
2022-09-30,9.600000000000001,9.366936,5.5339
2022-10-03,9.62,9.395327,5.5339
2022-10-04,9.6302,9.417834,5.5339
2022-10-05,9.6302,9.433823,5.5339
2022-10-06,9.6302,9.437318,5.5339
2022-10-07,9.632699999999998,9.440775,5.5339
2022-10-10,9.642700000000001,9.448203,5.5339
2022-10-11,9.717600000000001,9.520116,5.5339
2022-10-12,9.787100000000002,9.5712385,5.5339
2022-10-13,10.7061,9.796894,5.5339
2022-10-14,10.7115,9.847695,5.5339
2022-10-17,10.865500000000003,9.953432,5.5339
2022-10-18,10.865500000000003,10.038842,5.5339
2022-10-19,11.307599999999999,10.257273,5.5339
2022-10-20,12.582300000000004,10.308676,5.5339
2022-10-21,12.524399999999998,10.35574,5.5339
2022-10-24,12.5274,10.480983,5.5339
2022-10-25,13.001999999999999,10.618696,5.5339
2022-10-26,13.001799999999998,10.7448,5.5339
2022-10-27,13.002799999999999,10.960145,5.5339
2022-10-28,13.002600000000001,11.108682,5.5339
2022-10-31,13.002099999999999,11.118425,5.5339
2022-11-01,13.001900000000001,11.124601,5.5339
2022-11-02,13.0029,11.131254,5.5339
2022-11-03,13.001700000000001,11.138619,5.5339
2022-11-04,13.0012,11.138652,5.5339
2022-11-07,13.0114,11.141704,5.5339
2022-11-08,13.031399999999996,11.150977,5.5339
2022-11-09,13.0494,11.162373,5.5339
2022-11-10,13.069399999999998,11.179157,5.5339
2022-11-11,13.069399999999998,11.186876,5.5339
2022-11-14,13.074400000000002,11.193916,5.5339
2022-11-15,13.074199999999998,11.197112,5.5339
2022-11-16,13.0892,11.207771,5.5339
2022-11-17,13.099099999999998,11.215424,5.5339
2022-11-18,13.099,11.218641,5.5339
2022-11-21,13.098800000000002,11.221009,5.5339
2022-11-22,13.098599999999998,11.222555,5.5339
2022-11-23,13.098899999999999,11.223358,5.5339
2022-11-24,13.098699999999996,11.223676,5.5339
2022-11-25,13.098499999999998,11.224018,5.5339
2022-11-28,13.098199999999999,11.224313,5.5339
2022-11-29,13.097999999999999,11.224394,5.5339
2022-11-30,13.097799999999998,11.224474,5.5339
2022-12-01,13.097299999999999,11.213144,5.5339
