Date,MPR,HeadlineInflation,BrentOil,Cocoa,Gold,InterestRate,NetForeignAssets,NIR,Imports,Exports
2006-01-01,14.5,12.76,63.9,1518.3,550.8,10.3425,1422.81,1286.4,490.8,330.1
2006-01-02,14.5,12.76,63.9,1518.3,550.8,10.3425,1422.81,1286.4,490.8,330.1
2006-01-03,14.5,12.76,63.9,1518.3,550.8,10.3425,1422.81,1286.4,490.8,330.1
2006-01-04,14.5,12.76,63.9,1518.3,550.8,10.3425,1422.81,1286.4,490.8,330.1
2006-01-05,14.5,12.76,63.9,1518.3,550.8,10.3425,1422.81,1286.4,490.8,330.1
2006-01-06,14.5,12.76,63.9,1518.3,550.8,10.3425,1422.81,1286.4,490.8,330.1
2006-01-07,14.5,12.76,63.9,1518.3,550.8,10.3425,1422.81,1286.4,490.8,330.1
2006-01-08,14.5,12.76,63.9,1518.3,550.8,10.3425,1422.81,1286.4,490.8,330.1
2006-01-09,14.5,12.76,63.9,1518.3,550.8,10.3425,1422.81,1286.4,490.8,330.1
2006-01-10,14.5,12.76,63.9,1518.3,550.8,10.3425,1422.81,1286.4,490.8,330.1
2006-01-11,14.5,12.76,63.9,1518.3,550.8,10.3425,1422.81,1286.4,490.8,330.1
2006-01-12,14.5,12.76,63.9,1518.3,550.8,10.3425,1422.81,1286.4,490.8,330.1
2006-01-13,14.5,12.76,63.9,1518.3,550.8,10.3425,1422.81,1286.4,490.8,330.1
2006-01-14,14.5,12.76,63.9,1518.3,550.8,10.3425,1422.81,1286.4,490.8,330.1
2006-01-15,14.5,12.76,63.9,1518.3,550.8,10.3425,1422.81,1286.4,490.8,330.1
2006-01-16,14.5,12.76,63.9,1518.3,550.8,10.3425,1422.81,1286.4,490.8,330.1
2006-01-17,14.5,12.76,63.9,1518.3,550.8,10.3425,1422.81,1286.4,490.8,330.1
2006-01-18,14.5,12.76,63.9,1518.3,550.8,10.3425,1422.81,1286.4,490.8,330.1
2006-01-19,14.5,12.76,63.9,1518.3,550.8,10.3425,1422.81,1286.4,490.8,330.1
2006-01-20,14.5,12.76,63.9,1518.3,550.8,10.3425,1422.81,1286.4,490.8,330.1
2006-01-21,14.5,12.76,63.9,1518.3,550.8,10.3425,1422.81,1286.4,490.8,330.1
2006-01-22,14.5,12.76,63.9,1518.3,550.8,10.3425,1422.81,1286.4,490.8,330.1
2006-01-23,14.5,12.76,63.9,1518.3,550.8,10.3425,1422.81,1286.4,490.8,330.1
2006-01-24,14.5,12.76,63.9,1518.3,550.8,10.3425,1422.81,1286.4,490.8,330.1
2006-01-25,14.5,12.76,63.9,1518.3,550.8,10.3425,1422.81,1286.4,490.8,330.1
2006-01-26,14.5,12.76,63.9,1518.3,550.8,10.3425,1422.81,1286.4,490.8,330.1
2006-01-27,14.5,12.76,63.9,1518.3,550.8,10.3425,1422.81,1286.4,490.8,330.1
2006-01-28,14.5,12.76,63.9,1518.3,550.8,10.3425,1422.81,1286.4,490.8,330.1
2006-01-29,14.5,12.76,63.9,1518.3,550.8,10.3425,1422.81,1286.4,490.8,330.1
2006-01-30,14.5,12.76,63.9,1518.3,550.8,10.3425,1422.81,1286.4,490.8,330.1
2006-01-31,14.5,12.76,63.9,1518.3,550.8,10.3425,1422.81,1286.4,490.8,330.1
2006-02-01,14.5,12.27,61.1,1482.2,555.6,8.65,1409.58,1272.3,547.9,287.8
2006-02-02,14.5,12.27,61.1,1482.2,555.6,8.65,1409.58,1272.3,547.9,287.8
2006-02-03,14.5,12.27,61.1,1482.2,555.6,8.65,1409.58,1272.3,547.9,287.8
2006-02-04,14.5,12.27,61.1,1482.2,555.6,8.65,1409.58,1272.3,547.9,287.8
2006-02-05,14.5,12.27,61.1,1482.2,555.6,8.65,1409.58,1272.3,547.9,287.8
2006-02-06,14.5,12.27,61.1,1482.2,555.6,8.65,1409.58,1272.3,547.9,287.8
2006-02-07,14.5,12.27,61.1,1482.2,555.6,8.65,1409.58,1272.3,547.9,287.8
2006-02-08,14.5,12.27,61.1,1482.2,555.6,8.65,1409.58,1272.3,547.9,287.8
2006-02-09,14.5,12.27,61.1,1482.2,555.6,8.65,1409.58,1272.3,547.9,287.8
2006-02-10,14.5,12.27,61.1,1482.2,555.6,8.65,1409.58,1272.3,547.9,287.8
2006-02-11,14.5,12.27,61.1,1482.2,555.6,8.65,1409.58,1272.3,547.9,287.8
2006-02-12,14.5,12.27,61.1,1482.2,555.6,8.65,1409.58,1272.3,547.9,287.8
2006-02-13,14.5,12.27,61.1,1482.2,555.6,8.65,1409.58,1272.3,547.9,287.8
2006-02-14,14.5,12.27,61.1,1482.2,555.6,8.65,1409.58,1272.3,547.9,287.8
2006-02-15,14.5,12.27,61.1,1482.2,555.6,8.65,1409.58,1272.3,547.9,287.8
2006-02-16,14.5,12.27,61.1,1482.2,555.6,8.65,1409.58,1272.3,547.9,287.8
2006-02-17,14.5,12.27,61.1,1482.2,555.6,8.65,1409.58,1272.3,547.9,287.8
2006-02-18,14.5,12.27,61.1,1482.2,555.6,8.65,1409.58,1272.3,547.9,287.8
2006-02-19,14.5,12.27,61.1,1482.2,555.6,8.65,1409.58,1272.3,547.9,287.8
2006-02-20,14.5,12.27,61.1,1482.2,555.6,8.65,1409.58,1272.3,547.9,287.8
2006-02-21,14.5,12.27,61.1,1482.2,555.6,8.65,1409.58,1272.3,547.9,287.8
2006-02-22,14.5,12.27,61.1,1482.2,555.6,8.65,1409.58,1272.3,547.9,287.8
2006-02-23,14.5,12.27,61.1,1482.2,555.6,8.65,1409.58,1272.3,547.9,287.8
2006-02-24,14.5,12.27,61.1,1482.2,555.6,8.65,1409.58,1272.3,547.9,287.8
2006-02-25,14.5,12.27,61.1,1482.2,555.6,8.65,1409.58,1272.3,547.9,287.8
2006-02-26,14.5,12.27,61.1,1482.2,555.6,8.65,1409.58,1272.3,547.9,287.8
2006-02-27,14.5,12.27,61.1,1482.2,555.6,8.65,1409.58,1272.3,547.9,287.8
2006-02-28,14.5,12.27,61.1,1482.2,555.6,8.65,1409.58,1272.3,547.9,287.8
2006-03-01,14.5,11.28,63.1,1481.2,557.2,8.39,1733.84,1597.3,571.8,348.4
2006-03-02,14.5,11.28,63.1,1481.2,557.2,8.39,1733.84,1597.3,571.8,348.4
2006-03-03,14.5,11.28,63.1,1481.2,557.2,8.39,1733.84,1597.3,571.8,348.4
2006-03-04,14.5,11.28,63.1,1481.2,557.2,8.39,1733.84,1597.3,571.8,348.4
2006-03-05,14.5,11.28,63.1,1481.2,557.2,8.39,1733.84,1597.3,571.8,348.4
2006-03-06,14.5,11.28,63.1,1481.2,557.2,8.39,1733.84,1597.3,571.8,348.4
2006-03-07,14.5,11.28,63.1,1481.2,557.2,8.39,1733.84,1597.3,571.8,348.4
2006-03-08,14.5,11.28,63.1,1481.2,557.2,8.39,1733.84,1597.3,571.8,348.4
2006-03-09,14.5,11.28,63.1,1481.2,557.2,8.39,1733.84,1597.3,571.8,348.4
2006-03-10,14.5,11.28,63.1,1481.2,557.2,8.39,1733.84,1597.3,571.8,348.4
2006-03-11,14.5,11.28,63.1,1481.2,557.2,8.39,1733.84,1597.3,571.8,348.4
2006-03-12,14.5,11.28,63.1,1481.2,557.2,8.39,1733.84,1597.3,571.8,348.4
2006-03-13,14.5,11.28,63.1,1481.2,557.2,8.39,1733.84,1597.3,571.8,348.4
2006-03-14,14.5,11.28,63.1,1481.2,557.2,8.39,1733.84,1597.3,571.8,348.4
2006-03-15,14.5,11.28,63.1,1481.2,557.2,8.39,1733.84,1597.3,571.8,348.4
2006-03-16,14.5,11.28,63.1,1481.2,557.2,8.39,1733.84,1597.3,571.8,348.4
2006-03-17,14.5,11.28,63.1,1481.2,557.2,8.39,1733.84,1597.3,571.8,348.4
2006-03-18,14.5,11.28,63.1,1481.2,557.2,8.39,1733.84,1597.3,571.8,348.4
2006-03-19,14.5,11.28,63.1,1481.2,557.2,8.39,1733.84,1597.3,571.8,348.4
2006-03-20,14.5,11.28,63.1,1481.2,557.2,8.39,1733.84,1597.3,571.8,348.4
2006-03-21,14.5,11.28,63.1,1481.2,557.2,8.39,1733.84,1597.3,571.8,348.4
2006-03-22,14.5,11.28,63.1,1481.2,557.2,8.39,1733.84,1597.3,571.8,348.4
2006-03-23,14.5,11.28,63.1,1481.2,557.2,8.39,1733.84,1597.3,571.8,348.4
2006-03-24,14.5,11.28,63.1,1481.2,557.2,8.39,1733.84,1597.3,571.8,348.4
2006-03-25,14.5,11.28,63.1,1481.2,557.2,8.39,1733.84,1597.3,571.8,348.4
2006-03-26,14.5,11.28,63.1,1481.2,557.2,8.39,1733.84,1597.3,571.8,348.4
2006-03-27,14.5,11.28,63.1,1481.2,557.2,8.39,1733.84,1597.3,571.8,348.4
2006-03-28,14.5,11.28,63.1,1481.2,557.2,8.39,1733.84,1597.3,571.8,348.4
2006-03-29,14.5,11.28,63.1,1481.2,557.2,8.39,1733.84,1597.3,571.8,348.4
2006-03-30,14.5,11.28,63.1,1481.2,557.2,8.39,1733.84,1597.3,571.8,348.4
2006-03-31,14.5,11.28,63.1,1481.2,557.2,8.39,1733.84,1597.3,571.8,348.4
2006-04-01,14.5,11.21,70.6,1471.6,612.3,8.5725,1762.73,1624.0,515.9,292.3
2006-04-02,14.5,11.21,70.6,1471.6,612.3,8.5725,1762.73,1624.0,515.9,292.3
2006-04-03,14.5,11.21,70.6,1471.6,612.3,8.5725,1762.73,1624.0,515.9,292.3
2006-04-04,14.5,11.21,70.6,1471.6,612.3,8.5725,1762.73,1624.0,515.9,292.3
2006-04-05,14.5,11.21,70.6,1471.6,612.3,8.5725,1762.73,1624.0,515.9,292.3
2006-04-06,14.5,11.21,70.6,1471.6,612.3,8.5725,1762.73,1624.0,515.9,292.3
2006-04-07,14.5,11.21,70.6,1471.6,612.3,8.5725,1762.73,1624.0,515.9,292.3
2006-04-08,14.5,11.21,70.6,1471.6,612.3,8.5725,1762.73,1624.0,515.9,292.3
2006-04-09,14.5,11.21,70.6,1471.6,612.3,8.5725,1762.73,1624.0,515.9,292.3
2006-04-10,14.5,11.21,70.6,1471.6,612.3,8.5725,1762.73,1624.0,515.9,292.3
2006-04-11,14.5,11.21,70.6,1471.6,612.3,8.5725,1762.73,1624.0,515.9,292.3
2006-04-12,14.5,11.21,70.6,1471.6,612.3,8.5725,1762.73,1624.0,515.9,292.3
2006-04-13,14.5,11.21,70.6,1471.6,612.3,8.5725,1762.73,1624.0,515.9,292.3
2006-04-14,14.5,11.21,70.6,1471.6,612.3,8.5725,1762.73,1624.0,515.9,292.3
2006-04-15,14.5,11.21,70.6,1471.6,612.3,8.5725,1762.73,1624.0,515.9,292.3
2006-04-16,14.5,11.21,70.6,1471.6,612.3,8.5725,1762.73,1624.0,515.9,292.3
2006-04-17,14.5,11.21,70.6,1471.6,612.3,8.5725,1762.73,1624.0,515.9,292.3
2006-04-18,14.5,11.21,70.6,1471.6,612.3,8.5725,1762.73,1624.0,515.9,292.3
2006-04-19,14.5,11.21,70.6,1471.6,612.3,8.5725,1762.73,1624.0,515.9,292.3
2006-04-20,14.5,11.21,70.6,1471.6,612.3,8.5725,1762.73,1624.0,515.9,292.3
2006-04-21,14.5,11.21,70.6,1471.6,612.3,8.5725,1762.73,1624.0,515.9,292.3
2006-04-22,14.5,11.21,70.6,1471.6,612.3,8.5725,1762.73,1624.0,515.9,292.3
2006-04-23,14.5,11.21,70.6,1471.6,612.3,8.5725,1762.73,1624.0,515.9,292.3
2006-04-24,14.5,11.21,70.6,1471.6,612.3,8.5725,1762.73,1624.0,515.9,292.3
2006-04-25,14.5,11.21,70.6,1471.6,612.3,8.5725,1762.73,1624.0,515.9,292.3
2006-04-26,14.5,11.21,70.6,1471.6,612.3,8.5725,1762.73,1624.0,515.9,292.3
2006-04-27,14.5,11.21,70.6,1471.6,612.3,8.5725,1762.73,1624.0,515.9,292.3
2006-04-28,14.5,11.21,70.6,1471.6,612.3,8.5725,1762.73,1624.0,515.9,292.3
2006-04-29,14.5,11.21,70.6,1471.6,612.3,8.5725,1762.73,1624.0,515.9,292.3
2006-04-30,14.5,11.21,70.6,1471.6,612.3,8.5725,1762.73,1624.0,515.9,292.3
2006-05-01,14.5,11.75,71.0,1518.3,673.6,9.3975,1727.7,1579.3,523.8,341.6
2006-05-02,14.5,11.75,71.0,1518.3,673.6,9.3975,1727.7,1579.3,523.8,341.6
2006-05-03,14.5,11.75,71.0,1518.3,673.6,9.3975,1727.7,1579.3,523.8,341.6
2006-05-04,14.5,11.75,71.0,1518.3,673.6,9.3975,1727.7,1579.3,523.8,341.6
2006-05-05,14.5,11.75,71.0,1518.3,673.6,9.3975,1727.7,1579.3,523.8,341.6
2006-05-06,14.5,11.75,71.0,1518.3,673.6,9.3975,1727.7,1579.3,523.8,341.6
2006-05-07,14.5,11.75,71.0,1518.3,673.6,9.3975,1727.7,1579.3,523.8,341.6
2006-05-08,14.5,11.75,71.0,1518.3,673.6,9.3975,1727.7,1579.3,523.8,341.6
2006-05-09,14.5,11.75,71.0,1518.3,673.6,9.3975,1727.7,1579.3,523.8,341.6
2006-05-10,14.5,11.75,71.0,1518.3,673.6,9.3975,1727.7,1579.3,523.8,341.6
2006-05-11,14.5,11.75,71.0,1518.3,673.6,9.3975,1727.7,1579.3,523.8,341.6
2006-05-12,14.5,11.75,71.0,1518.3,673.6,9.3975,1727.7,1579.3,523.8,341.6
2006-05-13,14.5,11.75,71.0,1518.3,673.6,9.3975,1727.7,1579.3,523.8,341.6
2006-05-14,14.5,11.75,71.0,1518.3,673.6,9.3975,1727.7,1579.3,523.8,341.6
2006-05-15,14.5,11.75,71.0,1518.3,673.6,9.3975,1727.7,1579.3,523.8,341.6
2006-05-16,14.5,11.75,71.0,1518.3,673.6,9.3975,1727.7,1579.3,523.8,341.6
2006-05-17,14.5,11.75,71.0,1518.3,673.6,9.3975,1727.7,1579.3,523.8,341.6
2006-05-18,14.5,11.75,71.0,1518.3,673.6,9.3975,1727.7,1579.3,523.8,341.6
2006-05-19,14.5,11.75,71.0,1518.3,673.6,9.3975,1727.7,1579.3,523.8,341.6
2006-05-20,14.5,11.75,71.0,1518.3,673.6,9.3975,1727.7,1579.3,523.8,341.6
2006-05-21,14.5,11.75,71.0,1518.3,673.6,9.3975,1727.7,1579.3,523.8,341.6
2006-05-22,14.5,11.75,71.0,1518.3,673.6,9.3975,1727.7,1579.3,523.8,341.6
2006-05-23,14.5,11.75,71.0,1518.3,673.6,9.3975,1727.7,1579.3,523.8,341.6
2006-05-24,14.5,11.75,71.0,1518.3,673.6,9.3975,1727.7,1579.3,523.8,341.6
2006-05-25,14.5,11.75,71.0,1518.3,673.6,9.3975,1727.7,1579.3,523.8,341.6
2006-05-26,14.5,11.75,71.0,1518.3,673.6,9.3975,1727.7,1579.3,523.8,341.6
2006-05-27,14.5,11.75,71.0,1518.3,673.6,9.3975,1727.7,1579.3,523.8,341.6
2006-05-28,14.5,11.75,71.0,1518.3,673.6,9.3975,1727.7,1579.3,523.8,341.6
2006-05-29,14.5,11.75,71.0,1518.3,673.6,9.3975,1727.7,1579.3,523.8,341.6
2006-05-30,14.5,11.75,71.0,1518.3,673.6,9.3975,1727.7,1579.3,523.8,341.6
2006-05-31,14.5,11.75,71.0,1518.3,673.6,9.3975,1727.7,1579.3,523.8,341.6
2006-06-01,14.5,11.39,69.7,1520.9,595.6,10.286,1801.23,1649.3,587.5,291.0
2006-06-02,14.5,11.39,69.7,1520.9,595.6,10.286,1801.23,1649.3,587.5,291.0
2006-06-03,14.5,11.39,69.7,1520.9,595.6,10.286,1801.23,1649.3,587.5,291.0
2006-06-04,14.5,11.39,69.7,1520.9,595.6,10.286,1801.23,1649.3,587.5,291.0
2006-06-05,14.5,11.39,69.7,1520.9,595.6,10.286,1801.23,1649.3,587.5,291.0
2006-06-06,14.5,11.39,69.7,1520.9,595.6,10.286,1801.23,1649.3,587.5,291.0
2006-06-07,14.5,11.39,69.7,1520.9,595.6,10.286,1801.23,1649.3,587.5,291.0
2006-06-08,14.5,11.39,69.7,1520.9,595.6,10.286,1801.23,1649.3,587.5,291.0
2006-06-09,14.5,11.39,69.7,1520.9,595.6,10.286,1801.23,1649.3,587.5,291.0
2006-06-10,14.5,11.39,69.7,1520.9,595.6,10.286,1801.23,1649.3,587.5,291.0
2006-06-11,14.5,11.39,69.7,1520.9,595.6,10.286,1801.23,1649.3,587.5,291.0
2006-06-12,14.5,11.39,69.7,1520.9,595.6,10.286,1801.23,1649.3,587.5,291.0
2006-06-13,14.5,11.39,69.7,1520.9,595.6,10.286,1801.23,1649.3,587.5,291.0
2006-06-14,14.5,11.39,69.7,1520.9,595.6,10.286,1801.23,1649.3,587.5,291.0
2006-06-15,14.5,11.39,69.7,1520.9,595.6,10.286,1801.23,1649.3,587.5,291.0
2006-06-16,14.5,11.39,69.7,1520.9,595.6,10.286,1801.23,1649.3,587.5,291.0
2006-06-17,14.5,11.39,69.7,1520.9,595.6,10.286,1801.23,1649.3,587.5,291.0
2006-06-18,14.5,11.39,69.7,1520.9,595.6,10.286,1801.23,1649.3,587.5,291.0
2006-06-19,14.5,11.39,69.7,1520.9,595.6,10.286,1801.23,1649.3,587.5,291.0
2006-06-20,14.5,11.39,69.7,1520.9,595.6,10.286,1801.23,1649.3,587.5,291.0
2006-06-21,14.5,11.39,69.7,1520.9,595.6,10.286,1801.23,1649.3,587.5,291.0
2006-06-22,14.5,11.39,69.7,1520.9,595.6,10.286,1801.23,1649.3,587.5,291.0
2006-06-23,14.5,11.39,69.7,1520.9,595.6,10.286,1801.23,1649.3,587.5,291.0
2006-06-24,14.5,11.39,69.7,1520.9,595.6,10.286,1801.23,1649.3,587.5,291.0
2006-06-25,14.5,11.39,69.7,1520.9,595.6,10.286,1801.23,1649.3,587.5,291.0
2006-06-26,14.5,11.39,69.7,1520.9,595.6,10.286,1801.23,1649.3,587.5,291.0
2006-06-27,14.5,11.39,69.7,1520.9,595.6,10.286,1801.23,1649.3,587.5,291.0
2006-06-28,14.5,11.39,69.7,1520.9,595.6,10.286,1801.23,1649.3,587.5,291.0
2006-06-29,14.5,11.39,69.7,1520.9,595.6,10.286,1801.23,1649.3,587.5,291.0
2006-06-30,14.5,11.39,69.7,1520.9,595.6,10.286,1801.23,1649.3,587.5,291.0
2006-07-01,14.5,12.91,74.2,1596.5,633.1,10.8325,1743.41,1598.0,588.0,376.8
2006-07-02,14.5,12.91,74.2,1596.5,633.1,10.8325,1743.41,1598.0,588.0,376.8
2006-07-03,14.5,12.91,74.2,1596.5,633.1,10.8325,1743.41,1598.0,588.0,376.8
2006-07-04,14.5,12.91,74.2,1596.5,633.1,10.8325,1743.41,1598.0,588.0,376.8
2006-07-05,14.5,12.91,74.2,1596.5,633.1,10.8325,1743.41,1598.0,588.0,376.8
2006-07-06,14.5,12.91,74.2,1596.5,633.1,10.8325,1743.41,1598.0,588.0,376.8
2006-07-07,14.5,12.91,74.2,1596.5,633.1,10.8325,1743.41,1598.0,588.0,376.8
2006-07-08,14.5,12.91,74.2,1596.5,633.1,10.8325,1743.41,1598.0,588.0,376.8
2006-07-09,14.5,12.91,74.2,1596.5,633.1,10.8325,1743.41,1598.0,588.0,376.8
2006-07-10,14.5,12.91,74.2,1596.5,633.1,10.8325,1743.41,1598.0,588.0,376.8
2006-07-11,14.5,12.91,74.2,1596.5,633.1,10.8325,1743.41,1598.0,588.0,376.8
2006-07-12,14.5,12.91,74.2,1596.5,633.1,10.8325,1743.41,1598.0,588.0,376.8
2006-07-13,14.5,12.91,74.2,1596.5,633.1,10.8325,1743.41,1598.0,588.0,376.8
2006-07-14,14.5,12.91,74.2,1596.5,633.1,10.8325,1743.41,1598.0,588.0,376.8
2006-07-15,14.5,12.91,74.2,1596.5,633.1,10.8325,1743.41,1598.0,588.0,376.8
2006-07-16,14.5,12.91,74.2,1596.5,633.1,10.8325,1743.41,1598.0,588.0,376.8
2006-07-17,14.5,12.91,74.2,1596.5,633.1,10.8325,1743.41,1598.0,588.0,376.8
2006-07-18,14.5,12.91,74.2,1596.5,633.1,10.8325,1743.41,1598.0,588.0,376.8
2006-07-19,14.5,12.91,74.2,1596.5,633.1,10.8325,1743.41,1598.0,588.0,376.8
2006-07-20,14.5,12.91,74.2,1596.5,633.1,10.8325,1743.41,1598.0,588.0,376.8
2006-07-21,14.5,12.91,74.2,1596.5,633.1,10.8325,1743.41,1598.0,588.0,376.8
2006-07-22,14.5,12.91,74.2,1596.5,633.1,10.8325,1743.41,1598.0,588.0,376.8
2006-07-23,14.5,12.91,74.2,1596.5,633.1,10.8325,1743.41,1598.0,588.0,376.8
2006-07-24,14.5,12.91,74.2,1596.5,633.1,10.8325,1743.41,1598.0,588.0,376.8
2006-07-25,14.5,12.91,74.2,1596.5,633.1,10.8325,1743.41,1598.0,588.0,376.8
2006-07-26,14.5,12.91,74.2,1596.5,633.1,10.8325,1743.41,1598.0,588.0,376.8
2006-07-27,14.5,12.91,74.2,1596.5,633.1,10.8325,1743.41,1598.0,588.0,376.8
2006-07-28,14.5,12.91,74.2,1596.5,633.1,10.8325,1743.41,1598.0,588.0,376.8
2006-07-29,14.5,12.91,74.2,1596.5,633.1,10.8325,1743.41,1598.0,588.0,376.8
2006-07-30,14.5,12.91,74.2,1596.5,633.1,10.8325,1743.41,1598.0,588.0,376.8
2006-07-31,14.5,12.91,74.2,1596.5,633.1,10.8325,1743.41,1598.0,588.0,376.8
2006-08-01,14.5,12.56,73.9,1495.1,631.0,11.4225,1668.15,1514.7,709.8,375.5
2006-08-02,14.5,12.56,73.9,1495.1,631.0,11.4225,1668.15,1514.7,709.8,375.5
2006-08-03,14.5,12.56,73.9,1495.1,631.0,11.4225,1668.15,1514.7,709.8,375.5
2006-08-04,14.5,12.56,73.9,1495.1,631.0,11.4225,1668.15,1514.7,709.8,375.5
2006-08-05,14.5,12.56,73.9,1495.1,631.0,11.4225,1668.15,1514.7,709.8,375.5
2006-08-06,14.5,12.56,73.9,1495.1,631.0,11.4225,1668.15,1514.7,709.8,375.5
2006-08-07,14.5,12.56,73.9,1495.1,631.0,11.4225,1668.15,1514.7,709.8,375.5
2006-08-08,14.5,12.56,73.9,1495.1,631.0,11.4225,1668.15,1514.7,709.8,375.5
2006-08-09,14.5,12.56,73.9,1495.1,631.0,11.4225,1668.15,1514.7,709.8,375.5
2006-08-10,14.5,12.56,73.9,1495.1,631.0,11.4225,1668.15,1514.7,709.8,375.5
2006-08-11,14.5,12.56,73.9,1495.1,631.0,11.4225,1668.15,1514.7,709.8,375.5
2006-08-12,14.5,12.56,73.9,1495.1,631.0,11.4225,1668.15,1514.7,709.8,375.5
2006-08-13,14.5,12.56,73.9,1495.1,631.0,11.4225,1668.15,1514.7,709.8,375.5
2006-08-14,14.5,12.56,73.9,1495.1,631.0,11.4225,1668.15,1514.7,709.8,375.5
2006-08-15,14.5,12.56,73.9,1495.1,631.0,11.4225,1668.15,1514.7,709.8,375.5
2006-08-16,14.5,12.56,73.9,1495.1,631.0,11.4225,1668.15,1514.7,709.8,375.5
2006-08-17,14.5,12.56,73.9,1495.1,631.0,11.4225,1668.15,1514.7,709.8,375.5
2006-08-18,14.5,12.56,73.9,1495.1,631.0,11.4225,1668.15,1514.7,709.8,375.5
2006-08-19,14.5,12.56,73.9,1495.1,631.0,11.4225,1668.15,1514.7,709.8,375.5
2006-08-20,14.5,12.56,73.9,1495.1,631.0,11.4225,1668.15,1514.7,709.8,375.5
2006-08-21,14.5,12.56,73.9,1495.1,631.0,11.4225,1668.15,1514.7,709.8,375.5
2006-08-22,14.5,12.56,73.9,1495.1,631.0,11.4225,1668.15,1514.7,709.8,375.5
2006-08-23,14.5,12.56,73.9,1495.1,631.0,11.4225,1668.15,1514.7,709.8,375.5
2006-08-24,14.5,12.56,73.9,1495.1,631.0,11.4225,1668.15,1514.7,709.8,375.5
2006-08-25,14.5,12.56,73.9,1495.1,631.0,11.4225,1668.15,1514.7,709.8,375.5
2006-08-26,14.5,12.56,73.9,1495.1,631.0,11.4225,1668.15,1514.7,709.8,375.5
2006-08-27,14.5,12.56,73.9,1495.1,631.0,11.4225,1668.15,1514.7,709.8,375.5
2006-08-28,14.5,12.56,73.9,1495.1,631.0,11.4225,1668.15,1514.7,709.8,375.5
2006-08-29,14.5,12.56,73.9,1495.1,631.0,11.4225,1668.15,1514.7,709.8,375.5
2006-08-30,14.5,12.56,73.9,1495.1,631.0,11.4225,1668.15,1514.7,709.8,375.5
2006-08-31,14.5,12.56,73.9,1495.1,631.0,11.4225,1668.15,1514.7,709.8,375.5
2006-09-01,14.5,11.67,63.5,1488.3,600.5,12.09,1529.47,1366.3,548.2,273.8
2006-09-02,14.5,11.67,63.5,1488.3,600.5,12.09,1529.47,1366.3,548.2,273.8
2006-09-03,14.5,11.67,63.5,1488.3,600.5,12.09,1529.47,1366.3,548.2,273.8
2006-09-04,14.5,11.67,63.5,1488.3,600.5,12.09,1529.47,1366.3,548.2,273.8
2006-09-05,14.5,11.67,63.5,1488.3,600.5,12.09,1529.47,1366.3,548.2,273.8
2006-09-06,14.5,11.67,63.5,1488.3,600.5,12.09,1529.47,1366.3,548.2,273.8
2006-09-07,14.5,11.67,63.5,1488.3,600.5,12.09,1529.47,1366.3,548.2,273.8
2006-09-08,14.5,11.67,63.5,1488.3,600.5,12.09,1529.47,1366.3,548.2,273.8
2006-09-09,14.5,11.67,63.5,1488.3,600.5,12.09,1529.47,1366.3,548.2,273.8
2006-09-10,14.5,11.67,63.5,1488.3,600.5,12.09,1529.47,1366.3,548.2,273.8
2006-09-11,14.5,11.67,63.5,1488.3,600.5,12.09,1529.47,1366.3,548.2,273.8
2006-09-12,14.5,11.67,63.5,1488.3,600.5,12.09,1529.47,1366.3,548.2,273.8
2006-09-13,14.5,11.67,63.5,1488.3,600.5,12.09,1529.47,1366.3,548.2,273.8
2006-09-14,14.5,11.67,63.5,1488.3,600.5,12.09,1529.47,1366.3,548.2,273.8
2006-09-15,14.5,11.67,63.5,1488.3,600.5,12.09,1529.47,1366.3,548.2,273.8
2006-09-16,14.5,11.67,63.5,1488.3,600.5,12.09,1529.47,1366.3,548.2,273.8
2006-09-17,14.5,11.67,63.5,1488.3,600.5,12.09,1529.47,1366.3,548.2,273.8
2006-09-18,14.5,11.67,63.5,1488.3,600.5,12.09,1529.47,1366.3,548.2,273.8
2006-09-19,14.5,11.67,63.5,1488.3,600.5,12.09,1529.47,1366.3,548.2,273.8
2006-09-20,14.5,11.67,63.5,1488.3,600.5,12.09,1529.47,1366.3,548.2,273.8
2006-09-21,14.5,11.67,63.5,1488.3,600.5,12.09,1529.47,1366.3,548.2,273.8
2006-09-22,14.5,11.67,63.5,1488.3,600.5,12.09,1529.47,1366.3,548.2,273.8
2006-09-23,14.5,11.67,63.5,1488.3,600.5,12.09,1529.47,1366.3,548.2,273.8
2006-09-24,14.5,11.67,63.5,1488.3,600.5,12.09,1529.47,1366.3,548.2,273.8
2006-09-25,14.5,11.67,63.5,1488.3,600.5,12.09,1529.47,1366.3,548.2,273.8
2006-09-26,14.5,11.67,63.5,1488.3,600.5,12.09,1529.47,1366.3,548.2,273.8
2006-09-27,14.5,11.67,63.5,1488.3,600.5,12.09,1529.47,1366.3,548.2,273.8
2006-09-28,14.5,11.67,63.5,1488.3,600.5,12.09,1529.47,1366.3,548.2,273.8
2006-09-29,14.5,11.67,63.5,1488.3,600.5,12.09,1529.47,1366.3,548.2,273.8
2006-09-30,14.5,11.67,63.5,1488.3,600.5,12.09,1529.47,1366.3,548.2,273.8
2006-10-01,14.5,10.87,60.1,1449.3,587.2,12.4975,1722.27,1561.0,554.2,244.4
2006-10-02,14.5,10.87,60.1,1449.3,587.2,12.4975,1722.27,1561.0,554.2,244.4
