Date,MPR,HeadlineInflation,BrentOil,Cocoa,Gold,InterestRate,NetForeignAssets,NIR,Imports,Exports
2017-06-13,22.5,12.1,47.5,1956.8,1261.8,22.1,4213.9991,4648.8,1087.1,944.8
2017-06-14,22.5,12.1,47.5,1956.8,1261.8,22.1,4213.9991,4648.8,1087.1,944.8
2017-06-15,22.5,12.1,47.5,1956.8,1261.8,22.1,4213.9991,4648.8,1087.1,944.8
2017-06-16,22.5,12.1,47.5,1956.8,1261.8,22.1,4213.9991,4648.8,1087.1,944.8
2017-06-17,22.5,12.1,47.5,1956.8,1261.8,22.1,4213.9991,4648.8,1087.1,944.8
2017-06-18,22.5,12.1,47.5,1956.8,1261.8,22.1,4213.9991,4648.8,1087.1,944.8
2017-06-19,22.5,12.1,47.5,1956.8,1261.8,22.1,4213.9991,4648.8,1087.1,944.8
2017-06-20,22.5,12.1,47.5,1956.8,1261.8,22.1,4213.9991,4648.8,1087.1,944.8
2017-06-21,22.5,12.1,47.5,1956.8,1261.8,22.1,4213.9991,4648.8,1087.1,944.8
2017-06-22,22.5,12.1,47.5,1956.8,1261.8,22.1,4213.9991,4648.8,1087.1,944.8
2017-06-23,22.5,12.1,47.5,1956.8,1261.8,22.1,4213.9991,4648.8,1087.1,944.8
2017-06-24,22.5,12.1,47.5,1956.8,1261.8,22.1,4213.9991,4648.8,1087.1,944.8
2017-06-25,22.5,12.1,47.5,1956.8,1261.8,22.1,4213.9991,4648.8,1087.1,944.8
2017-06-26,22.5,12.1,47.5,1956.8,1261.8,22.1,4213.9991,4648.8,1087.1,944.8
2017-06-27,22.5,12.1,47.5,1956.8,1261.8,22.1,4213.9991,4648.8,1087.1,944.8
2017-06-28,22.5,12.1,47.5,1956.8,1261.8,22.1,4213.9991,4648.8,1087.1,944.8
2017-06-29,22.5,12.1,47.5,1956.8,1261.8,22.1,4213.9991,4648.8,1087.1,944.8
2017-06-30,22.5,12.1,47.5,1956.8,1261.8,22.1,4213.9991,4648.8,1087.1,944.8
2017-07-01,21.0,11.86,49.2,1929.4,1236.6,21.9,4004.411913,4447.3,981.1,896.3
2017-07-02,21.0,11.86,49.2,1929.4,1236.6,21.9,4004.411913,4447.3,981.1,896.3
2017-07-03,21.0,11.86,49.2,1929.4,1236.6,21.9,4004.411913,4447.3,981.1,896.3
2017-07-04,21.0,11.86,49.2,1929.4,1236.6,21.9,4004.411913,4447.3,981.1,896.3
2017-07-05,21.0,11.86,49.2,1929.4,1236.6,21.9,4004.411913,4447.3,981.1,896.3
2017-07-06,21.0,11.86,49.2,1929.4,1236.6,21.9,4004.411913,4447.3,981.1,896.3
2017-07-07,21.0,11.86,49.2,1929.4,1236.6,21.9,4004.411913,4447.3,981.1,896.3
2017-07-08,21.0,11.86,49.2,1929.4,1236.6,21.9,4004.411913,4447.3,981.1,896.3
2017-07-09,21.0,11.86,49.2,1929.4,1236.6,21.9,4004.411913,4447.3,981.1,896.3
2017-07-10,21.0,11.86,49.2,1929.4,1236.6,21.9,4004.411913,4447.3,981.1,896.3
2017-07-11,21.0,11.86,49.2,1929.4,1236.6,21.9,4004.411913,4447.3,981.1,896.3
2017-07-12,21.0,11.86,49.2,1929.4,1236.6,21.9,4004.411913,4447.3,981.1,896.3
2017-07-13,21.0,11.86,49.2,1929.4,1236.6,21.9,4004.411913,4447.3,981.1,896.3
2017-07-14,21.0,11.86,49.2,1929.4,1236.6,21.9,4004.411913,4447.3,981.1,896.3
2017-07-15,21.0,11.86,49.2,1929.4,1236.6,21.9,4004.411913,4447.3,981.1,896.3
2017-07-16,21.0,11.86,49.2,1929.4,1236.6,21.9,4004.411913,4447.3,981.1,896.3
2017-07-17,21.0,11.86,49.2,1929.4,1236.6,21.9,4004.411913,4447.3,981.1,896.3
2017-07-18,21.0,11.86,49.2,1929.4,1236.6,21.9,4004.411913,4447.3,981.1,896.3
2017-07-19,21.0,11.86,49.2,1929.4,1236.6,21.9,4004.411913,4447.3,981.1,896.3
2017-07-20,21.0,11.86,49.2,1929.4,1236.6,21.9,4004.411913,4447.3,981.1,896.3
2017-07-21,21.0,11.86,49.2,1929.4,1236.6,21.9,4004.411913,4447.3,981.1,896.3
2017-07-22,21.0,11.86,49.2,1929.4,1236.6,21.9,4004.411913,4447.3,981.1,896.3
2017-07-23,21.0,11.86,49.2,1929.4,1236.6,21.9,4004.411913,4447.3,981.1,896.3
2017-07-24,21.0,11.86,49.2,1929.4,1236.6,21.9,4004.411913,4447.3,981.1,896.3
2017-07-25,21.0,11.86,49.2,1929.4,1236.6,21.9,4004.411913,4447.3,981.1,896.3
2017-07-26,21.0,11.86,49.2,1929.4,1236.6,21.9,4004.411913,4447.3,981.1,896.3
2017-07-27,21.0,11.86,49.2,1929.4,1236.6,21.9,4004.411913,4447.3,981.1,896.3
2017-07-28,21.0,11.86,49.2,1929.4,1236.6,21.9,4004.411913,4447.3,981.1,896.3
2017-07-29,21.0,11.86,49.2,1929.4,1236.6,21.9,4004.411913,4447.3,981.1,896.3
2017-07-30,21.0,11.86,49.2,1929.4,1236.6,21.9,4004.411913,4447.3,981.1,896.3
2017-07-31,21.0,11.86,49.2,1929.4,1236.6,21.9,4004.411913,4447.3,981.1,896.3
2017-08-01,21.0,12.34,51.9,1947.6,1283.4,21.0,3701.2537,4146.1,1207.9,1029.6
2017-08-02,21.0,12.34,51.9,1947.6,1283.4,21.0,3701.2537,4146.1,1207.9,1029.6
2017-08-03,21.0,12.34,51.9,1947.6,1283.4,21.0,3701.2537,4146.1,1207.9,1029.6
2017-08-04,21.0,12.34,51.9,1947.6,1283.4,21.0,3701.2537,4146.1,1207.9,1029.6
2017-08-05,21.0,12.34,51.9,1947.6,1283.4,21.0,3701.2537,4146.1,1207.9,1029.6
2017-08-06,21.0,12.34,51.9,1947.6,1283.4,21.0,3701.2537,4146.1,1207.9,1029.6
2017-08-07,21.0,12.34,51.9,1947.6,1283.4,21.0,3701.2537,4146.1,1207.9,1029.6
2017-08-08,21.0,12.34,51.9,1947.6,1283.4,21.0,3701.2537,4146.1,1207.9,1029.6
2017-08-09,21.0,12.34,51.9,1947.6,1283.4,21.0,3701.2537,4146.1,1207.9,1029.6
2017-08-10,21.0,12.34,51.9,1947.6,1283.4,21.0,3701.2537,4146.1,1207.9,1029.6
2017-08-11,21.0,12.34,51.9,1947.6,1283.4,21.0,3701.2537,4146.1,1207.9,1029.6
2017-08-12,21.0,12.34,51.9,1947.6,1283.4,21.0,3701.2537,4146.1,1207.9,1029.6
2017-08-13,21.0,12.34,51.9,1947.6,1283.4,21.0,3701.2537,4146.1,1207.9,1029.6
2017-08-14,21.0,12.34,51.9,1947.6,1283.4,21.0,3701.2537,4146.1,1207.9,1029.6
2017-08-15,21.0,12.34,51.9,1947.6,1283.4,21.0,3701.2537,4146.1,1207.9,1029.6
2017-08-16,21.0,12.34,51.9,1947.6,1283.4,21.0,3701.2537,4146.1,1207.9,1029.6
2017-08-17,21.0,12.34,51.9,1947.6,1283.4,21.0,3701.2537,4146.1,1207.9,1029.6
2017-08-18,21.0,12.34,51.9,1947.6,1283.4,21.0,3701.2537,4146.1,1207.9,1029.6
2017-08-19,21.0,12.34,51.9,1947.6,1283.4,21.0,3701.2537,4146.1,1207.9,1029.6
2017-08-20,21.0,12.34,51.9,1947.6,1283.4,21.0,3701.2537,4146.1,1207.9,1029.6
2017-08-21,21.0,12.34,51.9,1947.6,1283.4,21.0,3701.2537,4146.1,1207.9,1029.6
2017-08-22,21.0,12.34,51.9,1947.6,1283.4,21.0,3701.2537,4146.1,1207.9,1029.6
2017-08-23,21.0,12.34,51.9,1947.6,1283.4,21.0,3701.2537,4146.1,1207.9,1029.6
2017-08-24,21.0,12.34,51.9,1947.6,1283.4,21.0,3701.2537,4146.1,1207.9,1029.6
2017-08-25,21.0,12.34,51.9,1947.6,1283.4,21.0,3701.2537,4146.1,1207.9,1029.6
2017-08-26,21.0,12.34,51.9,1947.6,1283.4,21.0,3701.2537,4146.1,1207.9,1029.6
2017-08-27,21.0,12.34,51.9,1947.6,1283.4,21.0,3701.2537,4146.1,1207.9,1029.6
2017-08-28,21.0,12.34,51.9,1947.6,1283.4,21.0,3701.2537,4146.1,1207.9,1029.6
2017-08-29,21.0,12.34,51.9,1947.6,1283.4,21.0,3701.2537,4146.1,1207.9,1029.6
2017-08-30,21.0,12.34,51.9,1947.6,1283.4,21.0,3701.2537,4146.1,1207.9,1029.6
2017-08-31,21.0,12.34,51.9,1947.6,1283.4,21.0,3701.2537,4146.1,1207.9,1029.6
2017-09-01,21.0,12.17,55.2,1970.3,1315.8,20.9,3369.73,3810.3,1051.2,963.3
2017-09-02,21.0,12.17,55.2,1970.3,1315.8,20.9,3369.73,3810.3,1051.2,963.3
2017-09-03,21.0,12.17,55.2,1970.3,1315.8,20.9,3369.73,3810.3,1051.2,963.3
2017-09-04,21.0,12.17,55.2,1970.3,1315.8,20.9,3369.73,3810.3,1051.2,963.3
2017-09-05,21.0,12.17,55.2,1970.3,1315.8,20.9,3369.73,3810.3,1051.2,963.3
2017-09-06,21.0,12.17,55.2,1970.3,1315.8,20.9,3369.73,3810.3,1051.2,963.3
2017-09-07,21.0,12.17,55.2,1970.3,1315.8,20.9,3369.73,3810.3,1051.2,963.3
2017-09-08,21.0,12.17,55.2,1970.3,1315.8,20.9,3369.73,3810.3,1051.2,963.3
2017-09-09,21.0,12.17,55.2,1970.3,1315.8,20.9,3369.73,3810.3,1051.2,963.3
2017-09-10,21.0,12.17,55.2,1970.3,1315.8,20.9,3369.73,3810.3,1051.2,963.3
2017-09-11,21.0,12.17,55.2,1970.3,1315.8,20.9,3369.73,3810.3,1051.2,963.3
2017-09-12,21.0,12.17,55.2,1970.3,1315.8,20.9,3369.73,3810.3,1051.2,963.3
2017-09-13,21.0,12.17,55.2,1970.3,1315.8,20.9,3369.73,3810.3,1051.2,963.3
2017-09-14,21.0,12.17,55.2,1970.3,1315.8,20.9,3369.73,3810.3,1051.2,963.3
2017-09-15,21.0,12.17,55.2,1970.3,1315.8,20.9,3369.73,3810.3,1051.2,963.3
2017-09-16,21.0,12.17,55.2,1970.3,1315.8,20.9,3369.73,3810.3,1051.2,963.3
2017-09-17,21.0,12.17,55.2,1970.3,1315.8,20.9,3369.73,3810.3,1051.2,963.3
2017-09-18,21.0,12.17,55.2,1970.3,1315.8,20.9,3369.73,3810.3,1051.2,963.3
2017-09-19,21.0,12.17,55.2,1970.3,1315.8,20.9,3369.73,3810.3,1051.2,963.3
2017-09-20,21.0,12.17,55.2,1970.3,1315.8,20.9,3369.73,3810.3,1051.2,963.3
2017-09-21,21.0,12.17,55.2,1970.3,1315.8,20.9,3369.73,3810.3,1051.2,963.3
2017-09-22,21.0,12.17,55.2,1970.3,1315.8,20.9,3369.73,3810.3,1051.2,963.3
2017-09-23,21.0,12.17,55.2,1970.3,1315.8,20.9,3369.73,3810.3,1051.2,963.3
2017-09-24,21.0,12.17,55.2,1970.3,1315.8,20.9,3369.73,3810.3,1051.2,963.3
2017-09-25,21.0,12.17,55.2,1970.3,1315.8,20.9,3369.73,3810.3,1051.2,963.3
2017-09-26,21.0,12.17,55.2,1970.3,1315.8,20.9,3369.73,3810.3,1051.2,963.3
2017-09-27,21.0,12.17,55.2,1970.3,1315.8,20.9,3369.73,3810.3,1051.2,963.3
2017-09-28,21.0,12.17,55.2,1970.3,1315.8,20.9,3369.73,3810.3,1051.2,963.3
2017-09-29,21.0,12.17,55.2,1970.3,1315.8,20.9,3369.73,3810.3,1051.2,963.3
2017-09-30,21.0,12.17,55.2,1970.3,1315.8,20.9,3369.73,3810.3,1051.2,963.3
2017-10-01,21.0,11.64,57.5,2085.4,1280.6,20.9,3464.28881,3903.0,1098.1,1051.1
2017-10-02,21.0,11.64,57.5,2085.4,1280.6,20.9,3464.28881,3903.0,1098.1,1051.1
2017-10-03,21.0,11.64,57.5,2085.4,1280.6,20.9,3464.28881,3903.0,1098.1,1051.1
2017-10-04,21.0,11.64,57.5,2085.4,1280.6,20.9,3464.28881,3903.0,1098.1,1051.1
2017-10-05,21.0,11.64,57.5,2085.4,1280.6,20.9,3464.28881,3903.0,1098.1,1051.1
2017-10-06,21.0,11.64,57.5,2085.4,1280.6,20.9,3464.28881,3903.0,1098.1,1051.1
2017-10-07,21.0,11.64,57.5,2085.4,1280.6,20.9,3464.28881,3903.0,1098.1,1051.1
2017-10-08,21.0,11.64,57.5,2085.4,1280.6,20.9,3464.28881,3903.0,1098.1,1051.1
2017-10-09,21.0,11.64,57.5,2085.4,1280.6,20.9,3464.28881,3903.0,1098.1,1051.1
2017-10-10,21.0,11.64,57.5,2085.4,1280.6,20.9,3464.28881,3903.0,1098.1,1051.1
2017-10-11,21.0,11.64,57.5,2085.4,1280.6,20.9,3464.28881,3903.0,1098.1,1051.1
2017-10-12,21.0,11.64,57.5,2085.4,1280.6,20.9,3464.28881,3903.0,1098.1,1051.1
2017-10-13,21.0,11.64,57.5,2085.4,1280.6,20.9,3464.28881,3903.0,1098.1,1051.1
2017-10-14,21.0,11.64,57.5,2085.4,1280.6,20.9,3464.28881,3903.0,1098.1,1051.1
2017-10-15,21.0,11.64,57.5,2085.4,1280.6,20.9,3464.28881,3903.0,1098.1,1051.1
2017-10-16,21.0,11.64,57.5,2085.4,1280.6,20.9,3464.28881,3903.0,1098.1,1051.1
2017-10-17,21.0,11.64,57.5,2085.4,1280.6,20.9,3464.28881,3903.0,1098.1,1051.1
2017-10-18,21.0,11.64,57.5,2085.4,1280.6,20.9,3464.28881,3903.0,1098.1,1051.1
2017-10-19,21.0,11.64,57.5,2085.4,1280.6,20.9,3464.28881,3903.0,1098.1,1051.1
2017-10-20,21.0,11.64,57.5,2085.4,1280.6,20.9,3464.28881,3903.0,1098.1,1051.1
2017-10-21,21.0,11.64,57.5,2085.4,1280.6,20.9,3464.28881,3903.0,1098.1,1051.1
2017-10-22,21.0,11.64,57.5,2085.4,1280.6,20.9,3464.28881,3903.0,1098.1,1051.1
2017-10-23,21.0,11.64,57.5,2085.4,1280.6,20.9,3464.28881,3903.0,1098.1,1051.1
2017-10-24,21.0,11.64,57.5,2085.4,1280.6,20.9,3464.28881,3903.0,1098.1,1051.1
2017-10-25,21.0,11.64,57.5,2085.4,1280.6,20.9,3464.28881,3903.0,1098.1,1051.1
2017-10-26,21.0,11.64,57.5,2085.4,1280.6,20.9,3464.28881,3903.0,1098.1,1051.1
2017-10-27,21.0,11.64,57.5,2085.4,1280.6,20.9,3464.28881,3903.0,1098.1,1051.1
2017-10-28,21.0,11.64,57.5,2085.4,1280.6,20.9,3464.28881,3903.0,1098.1,1051.1
2017-10-29,21.0,11.64,57.5,2085.4,1280.6,20.9,3464.28881,3903.0,1098.1,1051.1
2017-10-30,21.0,11.64,57.5,2085.4,1280.6,20.9,3464.28881,3903.0,1098.1,1051.1
2017-10-31,21.0,11.64,57.5,2085.4,1280.6,20.9,3464.28881,3903.0,1098.1,1051.1
2017-11-01,20.0,11.74,62.9,2123.7,1282.4,20.7,3879.04,4321.4,1109.6,1341.3
2017-11-02,20.0,11.74,62.9,2123.7,1282.4,20.7,3879.04,4321.4,1109.6,1341.3
2017-11-03,20.0,11.74,62.9,2123.7,1282.4,20.7,3879.04,4321.4,1109.6,1341.3
2017-11-04,20.0,11.74,62.9,2123.7,1282.4,20.7,3879.04,4321.4,1109.6,1341.3
2017-11-05,20.0,11.74,62.9,2123.7,1282.4,20.7,3879.04,4321.4,1109.6,1341.3
2017-11-06,20.0,11.74,62.9,2123.7,1282.4,20.7,3879.04,4321.4,1109.6,1341.3
2017-11-07,20.0,11.74,62.9,2123.7,1282.4,20.7,3879.04,4321.4,1109.6,1341.3
2017-11-08,20.0,11.74,62.9,2123.7,1282.4,20.7,3879.04,4321.4,1109.6,1341.3
2017-11-09,20.0,11.74,62.9,2123.7,1282.4,20.7,3879.04,4321.4,1109.6,1341.3
2017-11-10,20.0,11.74,62.9,2123.7,1282.4,20.7,3879.04,4321.4,1109.6,1341.3
2017-11-11,20.0,11.74,62.9,2123.7,1282.4,20.7,3879.04,4321.4,1109.6,1341.3
2017-11-12,20.0,11.74,62.9,2123.7,1282.4,20.7,3879.04,4321.4,1109.6,1341.3
2017-11-13,20.0,11.74,62.9,2123.7,1282.4,20.7,3879.04,4321.4,1109.6,1341.3
2017-11-14,20.0,11.74,62.9,2123.7,1282.4,20.7,3879.04,4321.4,1109.6,1341.3
2017-11-15,20.0,11.74,62.9,2123.7,1282.4,20.7,3879.04,4321.4,1109.6,1341.3
2017-11-16,20.0,11.74,62.9,2123.7,1282.4,20.7,3879.04,4321.4,1109.6,1341.3
2017-11-17,20.0,11.74,62.9,2123.7,1282.4,20.7,3879.04,4321.4,1109.6,1341.3
2017-11-18,20.0,11.74,62.9,2123.7,1282.4,20.7,3879.04,4321.4,1109.6,1341.3
2017-11-19,20.0,11.74,62.9,2123.7,1282.4,20.7,3879.04,4321.4,1109.6,1341.3
2017-11-20,20.0,11.74,62.9,2123.7,1282.4,20.7,3879.04,4321.4,1109.6,1341.3
2017-11-21,20.0,11.74,62.9,2123.7,1282.4,20.7,3879.04,4321.4,1109.6,1341.3
2017-11-22,20.0,11.74,62.9,2123.7,1282.4,20.7,3879.04,4321.4,1109.6,1341.3
2017-11-23,20.0,11.74,62.9,2123.7,1282.4,20.7,3879.04,4321.4,1109.6,1341.3
2017-11-24,20.0,11.74,62.9,2123.7,1282.4,20.7,3879.04,4321.4,1109.6,1341.3
2017-11-25,20.0,11.74,62.9,2123.7,1282.4,20.7,3879.04,4321.4,1109.6,1341.3
2017-11-26,20.0,11.74,62.9,2123.7,1282.4,20.7,3879.04,4321.4,1109.6,1341.3
2017-11-27,20.0,11.74,62.9,2123.7,1282.4,20.7,3879.04,4321.4,1109.6,1341.3
2017-11-28,20.0,11.74,62.9,2123.7,1282.4,20.7,3879.04,4321.4,1109.6,1341.3
2017-11-29,20.0,11.74,62.9,2123.7,1282.4,20.7,3879.04,4321.4,1109.6,1341.3
2017-11-30,20.0,11.74,62.9,2123.7,1282.4,20.7,3879.04,4321.4,1109.6,1341.3
2017-12-01,20.0,11.82,64.3,1904.6,1266.6,19.3,4077.3986,4522.5,1130.0,1355.1
2017-12-02,20.0,11.82,64.3,1904.6,1266.6,19.3,4077.3986,4522.5,1130.0,1355.1
2017-12-03,20.0,11.82,64.3,1904.6,1266.6,19.3,4077.3986,4522.5,1130.0,1355.1
2017-12-04,20.0,11.82,64.3,1904.6,1266.6,19.3,4077.3986,4522.5,1130.0,1355.1
2017-12-05,20.0,11.82,64.3,1904.6,1266.6,19.3,4077.3986,4522.5,1130.0,1355.1
2017-12-06,20.0,11.82,64.3,1904.6,1266.6,19.3,4077.3986,4522.5,1130.0,1355.1
2017-12-07,20.0,11.82,64.3,1904.6,1266.6,19.3,4077.3986,4522.5,1130.0,1355.1
2017-12-08,20.0,11.82,64.3,1904.6,1266.6,19.3,4077.3986,4522.5,1130.0,1355.1
2017-12-09,20.0,11.82,64.3,1904.6,1266.6,19.3,4077.3986,4522.5,1130.0,1355.1
2017-12-10,20.0,11.82,64.3,1904.6,1266.6,19.3,4077.3986,4522.5,1130.0,1355.1
2017-12-11,20.0,11.82,64.3,1904.6,1266.6,19.3,4077.3986,4522.5,1130.0,1355.1
2017-12-12,20.0,11.82,64.3,1904.6,1266.6,19.3,4077.3986,4522.5,1130.0,1355.1
2017-12-13,20.0,11.82,64.3,1904.6,1266.6,19.3,4077.3986,4522.5,1130.0,1355.1
2017-12-14,20.0,11.82,64.3,1904.6,1266.6,19.3,4077.3986,4522.5,1130.0,1355.1
2017-12-15,20.0,11.82,64.3,1904.6,1266.6,19.3,4077.3986,4522.5,1130.0,1355.1
2017-12-16,20.0,11.82,64.3,1904.6,1266.6,19.3,4077.3986,4522.5,1130.0,1355.1
2017-12-17,20.0,11.82,64.3,1904.6,1266.6,19.3,4077.3986,4522.5,1130.0,1355.1
2017-12-18,20.0,11.82,64.3,1904.6,1266.6,19.3,4077.3986,4522.5,1130.0,1355.1
2017-12-19,20.0,11.82,64.3,1904.6,1266.6,19.3,4077.3986,4522.5,1130.0,1355.1
2017-12-20,20.0,11.82,64.3,1904.6,1266.6,19.3,4077.3986,4522.5,1130.0,1355.1
2017-12-21,20.0,11.82,64.3,1904.6,1266.6,19.3,4077.3986,4522.5,1130.0,1355.1
2017-12-22,20.0,11.82,64.3,1904.6,1266.6,19.3,4077.3986,4522.5,1130.0,1355.1
2017-12-23,20.0,11.82,64.3,1904.6,1266.6,19.3,4077.3986,4522.5,1130.0,1355.1
2017-12-24,20.0,11.82,64.3,1904.6,1266.6,19.3,4077.3986,4522.5,1130.0,1355.1
2017-12-25,20.0,11.82,64.3,1904.6,1266.6,19.3,4077.3986,4522.5,1130.0,1355.1
2017-12-26,20.0,11.82,64.3,1904.6,1266.6,19.3,4077.3986,4522.5,1130.0,1355.1
2017-12-27,20.0,11.82,64.3,1904.6,1266.6,19.3,4077.3986,4522.5,1130.0,1355.1
2017-12-28,20.0,11.82,64.3,1904.6,1266.6,19.3,4077.3986,4522.5,1130.0,1355.1
2017-12-29,20.0,11.82,64.3,1904.6,1266.6,19.3,4077.3986,4522.5,1130.0,1355.1
2017-12-30,20.0,11.82,64.3,1904.6,1266.6,19.3,4077.3986,4522.5,1130.0,1355.1
2017-12-31,20.0,11.82,64.3,1904.6,1266.6,19.3,4077.3986,4522.5,1130.0,1355.1
2018-01-01,20.0,10.35,69.0932,1940.5238,1331.7011,19.1625,3785.764932,4239.031729,1180.48,1433.93
2018-01-02,20.0,10.35,69.0932,1940.5238,1331.7011,19.1625,3785.764932,4239.031729,1180.48,1433.93
2018-01-03,20.0,10.35,69.0932,1940.5238,1331.7011,19.1625,3785.764932,4239.031729,1180.48,1433.93
2018-01-04,20.0,10.35,69.0932,1940.5238,1331.7011,19.1625,3785.764932,4239.031729,1180.48,1433.93
2018-01-05,20.0,10.35,69.0932,1940.5238,1331.7011,19.1625,3785.764932,4239.031729,1180.48,1433.93
2018-01-06,20.0,10.35,69.0932,1940.5238,1331.7011,19.1625,3785.764932,4239.031729,1180.48,1433.93
2018-01-07,20.0,10.35,69.0932,1940.5238,1331.7011,19.1625,3785.764932,4239.031729,1180.48,1433.93
2018-01-08,20.0,10.35,69.0932,1940.5238,1331.7011,19.1625,3785.764932,4239.031729,1180.48,1433.93
2018-01-09,20.0,10.35,69.0932,1940.5238,1331.7011,19.1625,3785.764932,4239.031729,1180.48,1433.93
2018-01-10,20.0,10.35,69.0932,1940.5238,1331.7011,19.1625,3785.764932,4239.031729,1180.48,1433.93
2018-01-11,20.0,10.35,69.0932,1940.5238,1331.7011,19.1625,3785.764932,4239.031729,1180.48,1433.93
2018-01-12,20.0,10.35,69.0932,1940.5238,1331.7011,19.1625,3785.764932,4239.031729,1180.48,1433.93
2018-01-13,20.0,10.35,69.0932,1940.5238,1331.7011,19.1625,3785.764932,4239.031729,1180.48,1433.93
2018-01-14,20.0,10.35,69.0932,1940.5238,1331.7011,19.1625,3785.764932,4239.031729,1180.48,1433.93
2018-01-15,20.0,10.35,69.0932,1940.5238,1331.7011,19.1625,3785.764932,4239.031729,1180.48,1433.93
2018-01-16,20.0,10.35,69.0932,1940.5238,1331.7011,19.1625,3785.764932,4239.031729,1180.48,1433.93
2018-01-17,20.0,10.35,69.0932,1940.5238,1331.7011,19.1625,3785.764932,4239.031729,1180.48,1433.93
2018-01-18,20.0,10.35,69.0932,1940.5238,1331.7011,19.1625,3785.764932,4239.031729,1180.48,1433.93
2018-01-19,20.0,10.35,69.0932,1940.5238,1331.7011,19.1625,3785.764932,4239.031729,1180.48,1433.93
2018-01-20,20.0,10.35,69.0932,1940.5238,1331.7011,19.1625,3785.764932,4239.031729,1180.48,1433.93
2018-01-21,20.0,10.35,69.0932,1940.5238,1331.7011,19.1625,3785.764932,4239.031729,1180.48,1433.93
2018-01-22,20.0,10.35,69.0932,1940.5238,1331.7011,19.1625,3785.764932,4239.031729,1180.48,1433.93
2018-01-23,20.0,10.35,69.0932,1940.5238,1331.7011,19.1625,3785.764932,4239.031729,1180.48,1433.93
2018-01-24,20.0,10.35,69.0932,1940.5238,1331.7011,19.1625,3785.764932,4239.031729,1180.48,1433.93
2018-01-25,20.0,10.35,69.0932,1940.5238,1331.7011,19.1625,3785.764932,4239.031729,1180.48,1433.93
2018-01-26,20.0,10.35,69.0932,1940.5238,1331.7011,19.1625,3785.764932,4239.031729,1180.48,1433.93
2018-01-27,20.0,10.35,69.0932,1940.5238,1331.7011,19.1625,3785.764932,4239.031729,1180.48,1433.93
2018-01-28,20.0,10.35,69.0932,1940.5238,1331.7011,19.1625,3785.764932,4239.031729,1180.48,1433.93
2018-01-29,20.0,10.35,69.0932,1940.5238,1331.7011,19.1625,3785.764932,4239.031729,1180.48,1433.93
2018-01-30,20.0,10.35,69.0932,1940.5238,1331.7011,19.1625,3785.764932,4239.031729,1180.48,1433.93
2018-01-31,20.0,10.35,69.0932,1940.5238,1331.7011,19.1625,3785.764932,4239.031729,1180.48,1433.93
2018-02-01,20.0,9.91,65.7037,2109.4211,1332.4118,18.28,3498.96109,3951.75271,1031.85,1291.72
2018-02-02,20.0,9.91,65.7037,2109.4211,1332.4118,18.28,3498.96109,3951.75271,1031.85,1291.72
2018-02-03,20.0,9.91,65.7037,2109.4211,1332.4118,18.28,3498.96109,3951.75271,1031.85,1291.72
2018-02-04,20.0,9.91,65.7037,2109.4211,1332.4118,18.28,3498.96109,3951.75271,1031.85,1291.72
2018-02-05,20.0,9.91,65.7037,2109.4211,1332.4118,18.28,3498.96109,3951.75271,1031.85,1291.72
2018-02-06,20.0,9.91,65.7037,2109.4211,1332.4118,18.28,3498.96109,3951.75271,1031.85,1291.72
2018-02-07,20.0,9.91,65.7037,2109.4211,1332.4118,18.28,3498.96109,3951.75271,1031.85,1291.72
2018-02-08,20.0,9.91,65.7037,2109.4211,1332.4118,18.28,3498.96109,3951.75271,1031.85,1291.72
2018-02-09,20.0,9.91,65.7037,2109.4211,1332.4118,18.28,3498.96109,3951.75271,1031.85,1291.72
2018-02-10,20.0,9.91,65.7037,2109.4211,1332.4118,18.28,3498.96109,3951.75271,1031.85,1291.72
2018-02-11,20.0,9.91,65.7037,2109.4211,1332.4118,18.28,3498.96109,3951.75271,1031.85,1291.72
2018-02-12,20.0,9.91,65.7037,2109.4211,1332.4118,18.28,3498.96109,3951.75271,1031.85,1291.72
2018-02-13,20.0,9.91,65.7037,2109.4211,1332.4118,18.28,3498.96109,3951.75271,1031.85,1291.72
2018-02-14,20.0,9.91,65.7037,2109.4211,1332.4118,18.28,3498.96109,3951.75271,1031.85,1291.72
2018-02-15,20.0,9.91,65.7037,2109.4211,1332.4118,18.28,3498.96109,3951.75271,1031.85,1291.72
2018-02-16,20.0,9.91,65.7037,2109.4211,1332.4118,18.28,3498.96109,3951.75271,1031.85,1291.72
2018-02-17,20.0,9.91,65.7037,2109.4211,1332.4118,18.28,3498.96109,3951.75271,1031.85,1291.72
2018-02-18,20.0,9.91,65.7037,2109.4211,1332.4118,18.28,3498.96109,3951.75271,1031.85,1291.72
2018-02-19,20.0,9.91,65.7037,2109.4211,1332.4118,18.28,3498.96109,3951.75271,1031.85,1291.72
2018-02-20,20.0,9.91,65.7037,2109.4211,1332.4118,18.28,3498.96109,3951.75271,1031.85,1291.72
2018-02-21,20.0,9.91,65.7037,2109.4211,1332.4118,18.28,3498.96109,3951.75271,1031.85,1291.72
2018-02-22,20.0,9.91,65.7037,2109.4211,1332.4118,18.28,3498.96109,3951.75271,1031.85,1291.72
2018-02-23,20.0,9.91,65.7037,2109.4211,1332.4118,18.28,3498.96109,3951.75271,1031.85,1291.72
